"","value","col_code","sizeclass","size","is_hacked","es"
"100",0.00566369344467288,6,"M","Large",FALSE,0.7
"101",0.00461323838291294,6,"M","Large",FALSE,0.75
"102",0.0114022080824687,6,"M","Large",FALSE,0.8
"103",0.00544250323822737,6,"M","Large",FALSE,0.85
"104",0.0109633899450826,6,"M","Large",FALSE,0.9
"105",0.00388140402656401,6,"M","Large",FALSE,0.95
"106",0.0113777003760434,6,"M","Large",FALSE,1
"107",0.130577243129134,7,"M","Large",TRUE,0
"108",0.129687992984798,7,"M","Large",TRUE,0.05
"109",0.129577140370817,7,"M","Large",TRUE,0.1
"110",0.133479170196617,7,"M","Large",TRUE,0.15
"111",0.119786133162991,7,"M","Large",TRUE,0.2
"112",0.117991425418008,7,"M","Large",TRUE,0.25
"113",0.107684462603716,7,"M","Large",TRUE,0.3
"114",0.0924585953717404,7,"M","Large",TRUE,0.35
"115",0.0856559890817507,7,"M","Large",TRUE,0.4
"116",0.0717628692112958,7,"M","Large",TRUE,0.45
"117",0.0607090533381618,7,"M","Large",TRUE,0.5
"118",0.0472255997323855,7,"M","Large",TRUE,0.55
"119",0.0374872738058788,7,"M","Large",TRUE,0.6
"120",0.0297798289971513,7,"M","Large",TRUE,0.65
"121",0.0213400259507652,7,"M","Large",TRUE,0.7
"122",0.0150676619987974,7,"M","Large",TRUE,0.75
"123",0.0173790174835957,7,"M","Large",TRUE,0.8
"124",0.00915262086651836,7,"M","Large",TRUE,0.85
"125",0.0130200109992986,7,"M","Large",TRUE,0.9
"126",0.00473189011272612,7,"M","Large",TRUE,0.95
"127",0.0117680276066936,7,"M","Large",TRUE,1
"128",0.546634865778152,8,"M","Small",FALSE,0
"129",0.550011134211387,8,"M","Small",FALSE,0.05
"130",0.563597247613288,8,"M","Small",FALSE,0.1
"131",0.559518127539464,8,"M","Small",FALSE,0.15
"132",0.560000137577686,8,"M","Small",FALSE,0.2
"133",0.558967841243709,8,"M","Small",FALSE,0.25
"134",0.565341962235571,8,"M","Small",FALSE,0.3
"135",0.563374237681508,8,"M","Small",FALSE,0.35
"136",0.567714448027818,8,"M","Small",FALSE,0.4
"137",0.565506377523309,8,"M","Small",FALSE,0.45
"138",0.553065046054556,8,"M","Small",FALSE,0.5
"139",0.547797702747505,8,"M","Small",FALSE,0.55
"140",0.539698829902567,8,"M","Small",FALSE,0.6
"141",0.526368052812247,8,"M","Small",FALSE,0.65
"142",0.51096740526257,8,"M","Small",FALSE,0.7
"143",0.498737489408039,8,"M","Small",FALSE,0.75
"144",0.472410795441256,8,"M","Small",FALSE,0.8
"145",0.462913985163567,8,"M","Small",FALSE,0.85
"146",0.439956948010323,8,"M","Small",FALSE,0.9
"147",0.407354867121457,8,"M","Small",FALSE,0.95
"148",0.376861950975898,8,"M","Small",FALSE,1
"149",0.711049599417198,9,"M","Small",TRUE,0
"150",0.710344794857067,9,"M","Small",TRUE,0.05
"151",0.706031908697724,9,"M","Small",TRUE,0.1
"152",0.690847087755594,9,"M","Small",TRUE,0.15
"153",0.667353378103681,9,"M","Small",TRUE,0.2
"154",0.655928643527584,9,"M","Small",TRUE,0.25
"155",0.629856665183769,9,"M","Small",TRUE,0.3
"156",0.605205644655775,9,"M","Small",TRUE,0.35
"157",0.580672110975524,9,"M","Small",TRUE,0.4
"158",0.547468217561919,9,"M","Small",TRUE,0.45
"159",0.508339274578752,9,"M","Small",TRUE,0.5
"160",0.482657152657944,9,"M","Small",TRUE,0.55
"161",0.44546466660843,9,"M","Small",TRUE,0.6
"162",0.419403964139658,9,"M","Small",TRUE,0.65
"163",0.385785128904108,9,"M","Small",TRUE,0.7
"164",0.368898939023621,9,"M","Small",TRUE,0.75
"165",0.335918047972373,9,"M","Small",TRUE,0.8
"166",0.322826034431505,9,"M","Small",TRUE,0.85
"167",0.303284687948786,9,"M","Small",TRUE,0.9
"168",0.273600686043599,9,"M","Small",TRUE,0.95
"169",0.260620506259044,9,"M","Small",TRUE,1
"170",-0.000188562712231295,10,"L","Large",FALSE,0
"171",-0.00413743035017178,10,"L","Large",FALSE,0.05
"172",-0.00486769252628004,10,"L","Large",FALSE,0.1
"173",0.00115552517478801,10,"L","Large",FALSE,0.15
"174",0.00206709289959672,10,"L","Large",FALSE,0.2
"175",-0.00131795497458409,10,"L","Large",FALSE,0.25
"176",0.00132176069838225,10,"L","Large",FALSE,0.3
"177",0.00310566550336694,10,"L","Large",FALSE,0.35
"178",0.00203038089228769,10,"L","Large",FALSE,0.4
"179",-0.000798546429899905,10,"L","Large",FALSE,0.45
"180",0.00252383576543336,10,"L","Large",FALSE,0.5
"181",0.00251881313751035,10,"L","Large",FALSE,0.55
"182",0.00265766519968158,10,"L","Large",FALSE,0.6
"183",0.00672376772818306,10,"L","Large",FALSE,0.65
"184",0.00188052961131435,10,"L","Large",FALSE,0.7
"185",0.00532594103104267,10,"L","Large",FALSE,0.75
"186",0.00613197555621259,10,"L","Large",FALSE,0.8
"187",-0.00185697672904317,10,"L","Large",FALSE,0.85
"188",0.00416416154768406,10,"L","Large",FALSE,0.9
"189",0.00343071271995576,10,"L","Large",FALSE,0.95
"190",0.00417555057960461,10,"L","Large",FALSE,1
"191",0.0871453498196969,11,"L","Large",TRUE,0
"192",0.0848594995394297,11,"L","Large",TRUE,0.05
"193",0.0832520059441294,11,"L","Large",TRUE,0.1
"194",0.082871640345847,11,"L","Large",TRUE,0.15
"195",0.0765468034105306,11,"L","Large",TRUE,0.2
"196",0.0631212091279076,11,"L","Large",TRUE,0.25
"197",0.0534615253742759,11,"L","Large",TRUE,0.3
"198",0.041194933320268,11,"L","Large",TRUE,0.35
"199",0.0290585909926261,11,"L","Large",TRUE,0.4
"200",0.0169493586920925,11,"L","Large",TRUE,0.45
"201",0.0111273807510129,11,"L","Large",TRUE,0.5
"202",0.00830452336802201,11,"L","Large",TRUE,0.55
"203",0.00462669177388353,11,"L","Large",TRUE,0.6
"204",0.00808506687721522,11,"L","Large",TRUE,0.65
"205",0.00221003929039476,11,"L","Large",TRUE,0.7
"206",0.00540468268400074,11,"L","Large",TRUE,0.75
"207",0.0061533723248629,11,"L","Large",TRUE,0.8
"208",-0.00185697672904317,11,"L","Large",TRUE,0.85
"209",0.00416416154768406,11,"L","Large",TRUE,0.9
"210",0.00343071271995576,11,"L","Large",TRUE,0.95
"211",0.00417555057960461,11,"L","Large",TRUE,1
"212",0.374591850639018,12,"L","Small",FALSE,0
"213",0.379576709067778,12,"L","Small",FALSE,0.05
"214",0.380066673441626,12,"L","Small",FALSE,0.1
"215",0.381652075883572,12,"L","Small",FALSE,0.15
"216",0.379431005726966,12,"L","Small",FALSE,0.2
"217",0.379370753206056,12,"L","Small",FALSE,0.25
"218",0.374140731185058,12,"L","Small",FALSE,0.3
"219",0.363073999542645,12,"L","Small",FALSE,0.35
"220",0.358428414270181,12,"L","Small",FALSE,0.4
"221",0.344542837827549,12,"L","Small",FALSE,0.45
"222",0.334317449074865,12,"L","Small",FALSE,0.5
"223",0.309889050526303,12,"L","Small",FALSE,0.55
"224",0.28336684721254,12,"L","Small",FALSE,0.6
"225",0.258138023560611,12,"L","Small",FALSE,0.65
"226",0.232504441064747,12,"L","Small",FALSE,0.7
"227",0.210529570232805,12,"L","Small",FALSE,0.75
"228",0.18533035824463,12,"L","Small",FALSE,0.8
"229",0.154441551623663,12,"L","Small",FALSE,0.85
"230",0.135818700300654,12,"L","Small",FALSE,0.9
"231",0.113123617695036,12,"L","Small",FALSE,0.95
"232",0.0935505844910991,12,"L","Small",FALSE,1
"233",0.518558401927476,13,"L","Small",TRUE,0
"234",0.516525407816865,13,"L","Small",TRUE,0.05
"235",0.502623839904896,13,"L","Small",TRUE,0.1
"236",0.48866065623684,13,"L","Small",TRUE,0.15
"237",0.470289470128495,13,"L","Small",TRUE,0.2
"238",0.44074029271083,13,"L","Small",TRUE,0.25
"239",0.417310044540772,13,"L","Small",TRUE,0.3
"240",0.381285631589438,13,"L","Small",TRUE,0.35
"241",0.349632586201871,13,"L","Small",TRUE,0.4
"242",0.317766480261726,13,"L","Small",TRUE,0.45
"243",0.286398258337347,13,"L","Small",TRUE,0.5
"244",0.252995574373596,13,"L","Small",TRUE,0.55
"245",0.224206699056107,13,"L","Small",TRUE,0.6
"246",0.19402377750709,13,"L","Small",TRUE,0.65
"247",0.171094639542616,13,"L","Small",TRUE,0.7
"248",0.148509538324676,13,"L","Small",TRUE,0.75
"249",0.136251376703984,13,"L","Small",TRUE,0.8
"250",0.107029626914443,13,"L","Small",TRUE,0.85
"251",0.0963205068896816,13,"L","Small",TRUE,0.9
"252",0.0742523132205953,13,"L","Small",TRUE,0.95
"253",0.0632892728622898,13,"L","Small",TRUE,1
