"tmean","tnobs","n_reps","alpha","sizeclass","research_strategy","test_strategy","is_hacked","sigmean","mean_nobs","mean_eff","mean_eff_diff","mean_pvalue","size",".groups"
0.55,"25",1,0.05,"S","DefaultResearchStrategy","TTest","1",0.877,28.0894,0.692012301,0.142012301,0.0359249132,"Large","drop"
0.45,"5",2,0.005,"S","DefaultResearchStrategy","TTest","0",0.024,5,0.9079155052,0.4579155052,0.3030124196,"Small","drop"
0,"100",2,5e-04,"L","DefaultResearchStrategy","TTest","1",0.003,104.534,0.1014869756,0.1014869756,0.4309215674,"Large","drop"
0.4,"100",2,0.05,"L","DefaultResearchStrategy","TTest","0",0.8008,100,0.401193293,0.00119329299999998,0.0425008874,"Large","drop"
0.85,"5",3,0.005,"S","DefaultResearchStrategy","TTest","1",0.9112,13.544,1.5396182624,0.6896182624,0.0028587166,"Small","drop"
0,"10",1,0.005,"M","DefaultResearchStrategy","TTest","0",0.0034,10,-0.000608531599999999,-0.000608531599999999,0.5008548662,"Small","drop"
0.15,"20",1,5e-04,"L","DefaultResearchStrategy","TTest","0",0.0016,20,0.157004283,0.00700428299999997,0.4639062584,"Small","drop"
0,"25",4,5e-04,"S","DefaultResearchStrategy","TTest","0",2e-04,25,0.0008420214,0.0008420214,0.5001190434,"Large","drop"
0.45,"100",3,0.05,"L","DefaultResearchStrategy","TTest","1",0.989402119576085,100.236952609478,0.469082324335133,0.019082324335133,0.0079294975004999,"Large","drop"
0.05,"100",2,0.05,"L","DefaultResearchStrategy","TTest","0",0.0486,100,0.0473845916,-0.0026154084,0.485374604,"Large","drop"
0,"5",5,0.05,"S","DefaultResearchStrategy","TTest","0",0.1198,5,0.826036107,0.826036107,0.3280735074,"Small","drop"
0.05,"5",5,5e-04,"S","DefaultResearchStrategy","TTest","0",0.0024,5,0.9103375264,0.8603375264,0.2910517984,"Small","drop"
0.95,"25",4,0.005,"S","DefaultResearchStrategy","TTest","0",0.6718,25,0.9749780238,0.0249780237999999,0.0184499988,"Large","drop"
0.9,"25",4,0.005,"S","DefaultResearchStrategy","TTest","0",0.6116,25,0.923210975,0.023210975,0.0247154612,"Large","drop"
0.75,"25",1,5e-04,"S","DefaultResearchStrategy","TTest","0",0.149,25,0.7521591118,0.00215911179999995,0.065602987,"Large","drop"
0.65,"5",3,0.05,"S","DefaultResearchStrategy","TTest","0",0.367,5,1.3359070414,0.6859070414,0.1424293344,"Small","drop"
0.95,"100",1,0.05,"L","DefaultResearchStrategy","TTest","0",1,100,0.9536193592,0.00361935919999989,5.1922e-06,"Large","drop"
0.7,"50",2,0.05,"M","DefaultResearchStrategy","TTest","0",0.9384,50,0.705527381,0.00552738099999994,0.0135743882,"Large","drop"
1,"100",2,0.005,"L","DefaultResearchStrategy","TTest","1",1,100,1.0033766196,0.00337661960000002,6.98e-07,"Large","drop"
0.9,"25",1,0.005,"S","DefaultResearchStrategy","TTest","1",0.9584,27.372,1.0186516984,0.1186516984,0.0021578884,"Large","drop"
0.9,"5",5,0.005,"S","DefaultResearchStrategy","TTest","0",0.2078,5,1.9581837114,1.0581837114,0.0389198716,"Small","drop"
0,"10",2,0.005,"M","DefaultResearchStrategy","TTest","0",0.003,10,0.263688553,0.263688553,0.4999960344,"Small","drop"
0.65,"20",3,0.05,"L","DefaultResearchStrategy","TTest","1",0.9994,22.4554,0.8384620954,0.1884620954,0.0163252714,"Small","drop"
0.05,"25",2,0.005,"S","DefaultResearchStrategy","TTest","0",0.0036,25,0.0456902358,-0.0043097642,0.4918453664,"Large","drop"
1,"50",5,0.005,"M","DefaultResearchStrategy","TTest","0",0.9796,50,1.0078705512,0.00787055119999991,0.0005590866,"Large","drop"
0.75,"5",1,0.05,"S","DefaultResearchStrategy","TTest","1",0.7946,11.6868,1.2166350594,0.4666350594,0.0523196586,"Small","drop"
0.3,"5",2,0.005,"S","DefaultResearchStrategy","TTest","1",0.1764,12.4906,1.0016137002,0.7016137002,0.0885067976,"Small","drop"
0.65,"20",4,0.005,"L","DefaultResearchStrategy","TTest","0",0.5762,20,0.992274782,0.342274782,0.0127582176,"Small","drop"
0.65,"100",3,5e-04,"L","DefaultResearchStrategy","TTest","0",0.850429914017197,100,0.653670225154969,0.00367022515496895,0.00140140091981604,"Large","drop"
0.9,"20",5,0.005,"L","DefaultResearchStrategy","TTest","1",1,23.211,1.1044350882,0.2044350882,0.0014007676,"Small","drop"
0.95,"10",2,5e-04,"M","DefaultResearchStrategy","TTest","0",0.0902,10,1.2761097326,0.3261097326,0.0441405652,"Small","drop"
0.2,"100",1,5e-04,"L","DefaultResearchStrategy","TTest","0",0.018,100,0.1992593476,-0.000740652400000014,0.2668850898,"Large","drop"
0.05,"50",5,0.05,"M","DefaultResearchStrategy","TTest","0",0.0508,50,0.0536988646,0.0036988646,0.4797946614,"Large","drop"
0.15,"50",3,5e-04,"M","DefaultResearchStrategy","TTest","1",0.0315936812637473,55.9770045990802,0.305695633673265,0.155695633673265,0.228791668666267,"Large","drop"
0,"25",2,5e-04,"S","DefaultResearchStrategy","TTest","0",2e-04,25,7.61893999999996e-05,7.61893999999996e-05,0.5010736446,"Large","drop"
0.85,"20",3,5e-04,"L","DefaultResearchStrategy","TTest","1",0.9696,26.1428,1.1938473724,0.3438473724,0.0002149728,"Small","drop"
0.6,"100",2,5e-04,"L","DefaultResearchStrategy","TTest","0",0.7632,100,0.602474323,0.00247432299999994,0.002844498,"Large","drop"
0.85,"5",4,5e-04,"S","DefaultResearchStrategy","TTest","0",0.0218,5,1.7845905746,0.9345905746,0.0578639076,"Small","drop"
1,"20",1,5e-04,"L","DefaultResearchStrategy","TTest","1",0.8562,25.3196,1.210212976,0.210212976,0.0012101172,"Small","drop"
0.35,"10",1,0.05,"M","DefaultResearchStrategy","TTest","1",0.4636,16.3344,0.6748219866,0.3248219866,0.1645286992,"Small","drop"
0.2,"10",2,0.05,"M","DefaultResearchStrategy","TTest","0",0.131,10,0.482910414,0.282910414,0.3769459752,"Small","drop"
0.5,"10",5,5e-04,"M","DefaultResearchStrategy","TTest","1",0.4186,18.3216,1.2325423026,0.7325423026,0.0036477346,"Small","drop"
0.65,"20",2,0.005,"L","DefaultResearchStrategy","TTest","1",0.8874,25.3854,0.9662944256,0.3162944256,0.0038499996,"Small","drop"
0.15,"50",1,0.005,"M","DefaultResearchStrategy","TTest","1",0.1052,55.9236,0.2960601208,0.1460601208,0.237375884,"Large","drop"
0.65,"10",3,0.05,"M","DefaultResearchStrategy","TTest","1",0.9932,14.5412,1.0599464918,0.4099464918,0.019651809,"Small","drop"
0.75,"50",1,0.05,"M","DefaultResearchStrategy","TTest","0",0.9576,50,0.7532614676,0.00326146760000001,0.0089379804,"Large","drop"
0.3,"5",5,0.05,"S","DefaultResearchStrategy","TTest","0",0.2694,5,1.1797013464,0.8797013464,0.179916416,"Small","drop"
0.75,"50",3,5e-04,"M","DefaultResearchStrategy","TTest","0",0.547290541891622,50,0.753900682263547,0.00390068226354734,0.00826683323335333,"Large","drop"
0.8,"100",5,0.05,"L","DefaultResearchStrategy","TTest","1",1,100,0.803680103,0.00368010299999999,6.61834e-05,"Large","drop"
0.25,"25",4,0.05,"S","DefaultResearchStrategy","TTest","0",0.1342,25,0.2515051044,0.00150510440000001,0.396166537,"Large","drop"
0.55,"10",2,0.05,"M","DefaultResearchStrategy","TTest","1",0.9074,15.2738,0.9791686516,0.4291686516,0.0284351196,"Small","drop"
0.2,"10",1,0.05,"M","DefaultResearchStrategy","TTest","1",0.2784,16.3348,0.522007384,0.322007384,0.2632832304,"Small","drop"
0.05,"50",3,0.05,"M","DefaultResearchStrategy","TTest","0",0.0461907618476305,50,0.045570449310138,-0.00442955068986203,0.494930978404319,"Large","drop"
0.8,"50",1,5e-04,"M","DefaultResearchStrategy","TTest","0",0.6566,50,0.8044592836,0.00445928359999992,0.0058114284,"Large","drop"
0,"5",3,5e-04,"S","DefaultResearchStrategy","TTest","0",0.0014,5,0.597870812,0.597870812,0.4404981622,"Small","drop"
0,"100",4,0.005,"L","DefaultResearchStrategy","TTest","1",0.0222,104.5666,0.1018161258,0.1018161258,0.4278621504,"Large","drop"
0.5,"20",3,0.05,"L","DefaultResearchStrategy","TTest","1",0.9888,23.4948,0.772981413,0.272981413,0.0201706642,"Small","drop"
0.35,"20",2,5e-04,"L","DefaultResearchStrategy","TTest","1",0.1578,27.3648,0.7542336158,0.4042336158,0.0362230954,"Small","drop"
0.45,"100",5,0.005,"L","DefaultResearchStrategy","TTest","0",0.6342,100,0.4519890086,0.00198900860000001,0.0238908858,"Large","drop"
0.1,"10",5,5e-04,"M","DefaultResearchStrategy","TTest","0",0.0018,10,0.6506397482,0.5506397482,0.2502096092,"Small","drop"
0.05,"20",4,5e-04,"L","DefaultResearchStrategy","TTest","0",0.0012,20,0.3882630978,0.3382630978,0.316615085,"Small","drop"
0.65,"5",4,5e-04,"S","DefaultResearchStrategy","TTest","1",0.4124,13.8958,1.4987600654,0.8487600654,0.0041188018,"Small","drop"
0.8,"20",4,0.05,"L","DefaultResearchStrategy","TTest","0",0.9906,20,0.9779395552,0.1779395552,0.01184268,"Small","drop"
0.9,"100",5,0.05,"L","DefaultResearchStrategy","TTest","0",1,100,0.9006949904,0.000694990399999984,1.10768e-05,"Large","drop"
0.25,"25",1,0.05,"S","DefaultResearchStrategy","TTest","1",0.4394,30.7184,0.4473883604,0.1973883604,0.1747338686,"Large","drop"
0.6,"5",4,5e-04,"S","DefaultResearchStrategy","TTest","0",0.0102,5,1.470337486,0.870337486,0.1099612314,"Small","drop"
0.7,"25",1,5e-04,"S","DefaultResearchStrategy","TTest","1",0.559,31.8712,0.9138894638,0.2138894638,0.0077509574,"Large","drop"
0.15,"5",1,0.005,"S","DefaultResearchStrategy","TTest","0",0.0058,5,0.1742431624,0.0242431624,0.4827175054,"Small","drop"
0.75,"10",3,0.005,"M","DefaultResearchStrategy","TTest","0",0.2762,10,1.2115228648,0.4615228648,0.0458335364,"Small","drop"
0.85,"50",5,5e-04,"M","DefaultResearchStrategy","TTest","1",0.9798,51.149,0.912760214,0.0627602139999999,0.0001340292,"Large","drop"
0.7,"25",5,0.05,"S","DefaultResearchStrategy","TTest","0",0.668,25,0.709527199,0.00952719899999999,0.0802446582,"Large","drop"
0.35,"10",1,0.005,"M","DefaultResearchStrategy","TTest","1",0.1566,17.1952,0.6846452708,0.3346452708,0.1609825598,"Small","drop"
0.6,"50",4,0.005,"M","DefaultResearchStrategy","TTest","0",0.561,50,0.6051969734,0.00519697339999992,0.0357073186,"Large","drop"
0.4,"100",2,5e-04,"L","DefaultResearchStrategy","TTest","1",0.605,103.7042,0.493602056,0.093602056,0.0071390106,"Large","drop"
0.1,"100",2,0.05,"L","DefaultResearchStrategy","TTest","0",0.1028,100,0.097021757,-0.00297824300000001,0.4283042844,"Large","drop"
0.5,"100",5,0.005,"L","DefaultResearchStrategy","TTest","0",0.7522,100,0.5005035668,0.000503566799999966,0.0121365518,"Large","drop"
0.65,"100",4,0.05,"L","DefaultResearchStrategy","TTest","0",0.9954,100,0.654006013,0.00400601300000003,0.001324599,"Large","drop"
0.3,"10",5,0.05,"M","DefaultResearchStrategy","TTest","0",0.3784,10,0.856708037,0.556708037,0.1320884512,"Small","drop"
0.15,"50",2,5e-04,"M","DefaultResearchStrategy","TTest","1",0.0342,56.083,0.3051479274,0.1551479274,0.2283143372,"Large","drop"
0.4,"25",2,0.005,"S","DefaultResearchStrategy","TTest","0",0.0712,25,0.4038205032,0.00382050319999999,0.2697219482,"Large","drop"
0.35,"10",5,0.05,"M","DefaultResearchStrategy","TTest","1",0.9602,15.6368,0.9489978244,0.5989978244,0.0255466814,"Small","drop"
1,"20",3,0.005,"L","DefaultResearchStrategy","TTest","1",0.9998,22.2162,1.1633755558,0.1633755558,0.00122633,"Small","drop"
1,"5",1,0.05,"S","DefaultResearchStrategy","TTest","0",0.2896,5,1.1245838806,0.1245838806,0.2397877544,"Small","drop"
0.8,"25",3,0.005,"S","DefaultResearchStrategy","TTest","1",0.903019396120776,28.3485302939412,0.950556830033993,0.150556830033993,0.00398776304739052,"Large","drop"
0.25,"20",2,5e-04,"L","DefaultResearchStrategy","TTest","0",0.005,20,0.4372952956,0.1872952956,0.2761669434,"Small","drop"
0.8,"5",2,5e-04,"S","DefaultResearchStrategy","TTest","1",0.4032,14.048,1.4616713386,0.6616713386,0.0067366728,"Small","drop"
0.1,"50",2,5e-04,"M","DefaultResearchStrategy","TTest","1",0.0188,55.859,0.2507971602,0.1507971602,0.2953603296,"Large","drop"
0.3,"5",2,5e-04,"S","DefaultResearchStrategy","TTest","1",0.0442,12.4888,0.9945379434,0.6945379434,0.0919167916,"Small","drop"
0,"100",3,0.005,"L","DefaultResearchStrategy","TTest","0",0.0025994801039792,100,0.000991551689662068,0.000991551689662068,0.492721663067387,"Large","drop"
0.25,"25",3,0.05,"S","DefaultResearchStrategy","TTest","1",0.444511097780444,30.5968806238752,0.447826879824035,0.197826879824035,0.179746474105179,"Large","drop"
0.7,"20",2,0.005,"L","DefaultResearchStrategy","TTest","0",0.4206,20,0.8997814604,0.1997814604,0.0327642782,"Small","drop"
0.4,"50",3,5e-04,"M","DefaultResearchStrategy","TTest","0",0.0691861627674465,50,0.403886981603679,0.00388698160367923,0.144962552289542,"Large","drop"
0.1,"10",2,5e-04,"M","DefaultResearchStrategy","TTest","0",8e-04,10,0.3715101964,0.2715101964,0.4436151202,"Small","drop"
0.1,"10",5,0.005,"M","DefaultResearchStrategy","TTest","0",0.0232,10,0.6556666184,0.5556666184,0.246320099,"Small","drop"
0.6,"10",3,0.005,"M","DefaultResearchStrategy","TTest","0",0.1494,10,1.0320005494,0.4320005494,0.0860321792,"Small","drop"
0.15,"5",3,5e-04,"S","DefaultResearchStrategy","TTest","1",0.0288,12.1072,0.9864425794,0.8364425794,0.0932803708,"Small","drop"
0.8,"100",4,5e-04,"L","DefaultResearchStrategy","TTest","0",0.9788,100,0.8021036218,0.00210362180000001,0.0001258764,"Large","drop"
0.5,"50",2,0.005,"M","DefaultResearchStrategy","TTest","0",0.3638,50,0.5025568022,0.00255680219999999,0.0766505692,"Large","drop"
0.15,"10",1,0.05,"M","DefaultResearchStrategy","TTest","0",0.0468,10,0.160346555,0.010346555,0.4830227874,"Small","drop"
0.3,"50",5,0.05,"M","DefaultResearchStrategy","TTest","0",0.313,50,0.301464442,0.00146444199999995,0.2501923816,"Large","drop"
0.55,"25",2,0.005,"S","DefaultResearchStrategy","TTest","0",0.1706,25,0.5564518442,0.0064518442,0.1579609758,"Large","drop"
0.35,"20",5,5e-04,"L","DefaultResearchStrategy","TTest","1",0.343,27.4846,0.920198613,0.570198613,0.0057131928,"Small","drop"
0.75,"20",2,0.005,"L","DefaultResearchStrategy","TTest","1",0.961,24.585,1.0226274318,0.2726274318,0.002185178,"Small","drop"
0.45,"50",1,0.005,"M","DefaultResearchStrategy","TTest","1",0.6658,54.414,0.5784618856,0.1284618856,0.0199658974,"Large","drop"
0.5,"10",4,0.005,"M","DefaultResearchStrategy","TTest","1",0.7632,17.5546,1.1487659342,0.6487659342,0.0064152262,"Small","drop"
0.2,"25",3,0.05,"S","DefaultResearchStrategy","TTest","0",0.103379324135173,25,0.198812900419916,-0.00118709958008401,0.431834535092981,"Large","drop"
1,"25",1,0.005,"S","DefaultResearchStrategy","TTest","1",0.9844,26.3448,1.096541466,0.0965414659999999,0.0011920298,"Large","drop"
0.65,"5",1,0.005,"S","DefaultResearchStrategy","TTest","1",0.3434,13.237,1.0976265684,0.4476265684,0.0664391512,"Small","drop"
0.35,"10",2,5e-04,"M","DefaultResearchStrategy","TTest","0",0.0056,10,0.6295498218,0.2795498218,0.2822760278,"Small","drop"
0.15,"25",3,0.05,"S","DefaultResearchStrategy","TTest","1",0.290341931613677,30.7398520295941,0.358384106578684,0.208384106578684,0.26435925994801,"Large","drop"
0.3,"50",2,5e-04,"M","DefaultResearchStrategy","TTest","1",0.1372,56.4118,0.4611057252,0.1611057252,0.080417553,"Large","drop"
0.05,"20",3,5e-04,"L","DefaultResearchStrategy","TTest","1",0.0196,26.4222,0.517158392,0.467158392,0.1399653018,"Small","drop"
0.25,"20",5,5e-04,"L","DefaultResearchStrategy","TTest","0",0.0138,20,0.6302533742,0.3802533742,0.104890029,"Small","drop"
0.05,"25",3,0.005,"S","DefaultResearchStrategy","TTest","1",0.02999400119976,31.0683863227355,0.254894098180364,0.204894098180364,0.370190159968006,"Large","drop"
0.8,"5",4,0.005,"S","DefaultResearchStrategy","TTest","1",0.9358,13.4894,1.5500715498,0.7500715498,0.002428039,"Small","drop"
0.8,"50",5,0.005,"M","DefaultResearchStrategy","TTest","0",0.8742,50,0.807242672,0.00724267199999995,0.004926375,"Large","drop"
0.15,"50",3,0.05,"M","DefaultResearchStrategy","TTest","0",0.119176164767047,50,0.153911186362727,0.00391118636272744,0.41947374745051,"Large","drop"
0.05,"25",2,0.05,"S","DefaultResearchStrategy","TTest","1",0.1598,30.67,0.253998815,0.203998815,0.37642608,"Large","drop"
0.2,"100",5,5e-04,"L","DefaultResearchStrategy","TTest","1",0.1226,104.8034,0.315161894,0.115161894,0.104260032,"Large","drop"
0.2,"5",4,5e-04,"S","DefaultResearchStrategy","TTest","1",0.0476,12.429,1.1159205018,0.9159205018,0.0505119556,"Small","drop"
1,"5",5,5e-04,"S","DefaultResearchStrategy","TTest","0",0.0478,5,2.1081257482,1.1081257482,0.0290905406,"Small","drop"
0.7,"5",3,0.05,"S","DefaultResearchStrategy","TTest","1",0.9848,11.3088,1.3514179698,0.6514179698,0.0200183754,"Small","drop"
0.4,"50",5,0.05,"M","DefaultResearchStrategy","TTest","0",0.5074,50,0.402353803,0.00235380299999999,0.1454254562,"Large","drop"
0.6,"5",5,5e-04,"S","DefaultResearchStrategy","TTest","0",0.0148,5,1.5792338378,0.9792338378,0.0852060008,"Small","drop"
0.1,"100",3,5e-04,"L","DefaultResearchStrategy","TTest","0",0.001999600079984,100,0.0963201187762447,-0.00367988122375526,0.433343066386723,"Large","drop"
0.4,"5",2,5e-04,"S","DefaultResearchStrategy","TTest","0",0.0012,5,0.8505888682,0.4505888682,0.329724583,"Small","drop"
1,"50",1,0.05,"M","DefaultResearchStrategy","TTest","1",1,50,1.0080258706,0.00802587060000004,0.0003664556,"Large","drop"
0.6,"20",4,5e-04,"L","DefaultResearchStrategy","TTest","0",0.159,20,0.9548561094,0.3548561094,0.0174792238,"Small","drop"
0.75,"25",2,0.05,"S","DefaultResearchStrategy","TTest","0",0.7394,25,0.7655307932,0.0155307931999999,0.0623993624,"Large","drop"
0.85,"50",5,5e-04,"M","DefaultResearchStrategy","TTest","0",0.7344,50,0.8532265018,0.00322650179999995,0.0029796928,"Large","drop"
0.15,"25",5,0.05,"S","DefaultResearchStrategy","TTest","1",0.2812,30.6598,0.3544490778,0.2044490778,0.2706496406,"Large","drop"
0.2,"25",4,0.005,"S","DefaultResearchStrategy","TTest","0",0.0152,25,0.2014047696,0.00140476959999999,0.428545456,"Large","drop"
0.1,"10",2,0.005,"M","DefaultResearchStrategy","TTest","1",0.0876,16.6132,0.6273843636,0.5273843636,0.1807992196,"Small","drop"
0.5,"50",5,0.05,"M","DefaultResearchStrategy","TTest","0",0.6974,50,0.5045215446,0.00452154459999998,0.0742522624,"Large","drop"
0.15,"50",4,5e-04,"M","DefaultResearchStrategy","TTest","0",0.0032,50,0.1538312434,0.00383124339999999,0.4120509912,"Large","drop"
0.15,"100",4,0.005,"L","DefaultResearchStrategy","TTest","1",0.1856,104.6008,0.2589963924,0.1089963924,0.1694814964,"Large","drop"
0.3,"10",3,0.005,"M","DefaultResearchStrategy","TTest","1",0.333,17.3884,0.9262194872,0.6262194872,0.0377378876,"Small","drop"
0.55,"25",3,0.05,"S","DefaultResearchStrategy","TTest","1",0.863027394521096,28.1657668466307,0.684364334733053,0.134364334733053,0.0382909456108778,"Large","drop"
0.45,"20",2,0.005,"L","DefaultResearchStrategy","TTest","1",0.609,26.6148,0.8307443638,0.3807443638,0.0166374828,"Small","drop"
0.95,"5",1,0.005,"S","DefaultResearchStrategy","TTest","1",0.6472,13.507,1.3945856138,0.4445856138,0.0172928756,"Small","drop"
0.45,"50",4,0.005,"M","DefaultResearchStrategy","TTest","1",0.6742,54.3884,0.5770994926,0.1270994926,0.0210712614,"Large","drop"
0.65,"10",5,5e-04,"M","DefaultResearchStrategy","TTest","1",0.6908,18.4744,1.3612967232,0.7112967232,0.000956137,"Small","drop"
0.7,"50",5,5e-04,"M","DefaultResearchStrategy","TTest","0",0.4444,50,0.7023776644,0.00237766439999998,0.0131369776,"Large","drop"
0.8,"5",5,0.005,"S","DefaultResearchStrategy","TTest","0",0.1578,5,1.8175044976,1.0175044976,0.0515943548,"Small","drop"
0.05,"100",4,0.005,"L","DefaultResearchStrategy","TTest","0",0.0066,100,0.050541221,0.000541220999999995,0.4850514102,"Large","drop"
0.75,"25",1,0.005,"S","DefaultResearchStrategy","TTest","1",0.863,29.0002,0.9084102372,0.1584102372,0.0059002742,"Large","drop"
0.5,"10",1,0.005,"M","DefaultResearchStrategy","TTest","0",0.0344,10,0.5156662476,0.0156662476,0.3414773876,"Small","drop"
0.55,"50",2,0.05,"M","DefaultResearchStrategy","TTest","0",0.7792,50,0.5522074878,0.00220748779999991,0.0537969532,"Large","drop"
0.45,"20",1,0.005,"L","DefaultResearchStrategy","TTest","0",0.0752,20,0.4653265662,0.0153265662,0.262940014,"Small","drop"
0.75,"100",5,0.005,"L","DefaultResearchStrategy","TTest","1",0.9998,100.012,0.7535989514,0.00359895139999999,6.88746e-05,"Large","drop"
0.8,"20",3,5e-04,"L","DefaultResearchStrategy","TTest","0",0.327,20,1.10006354,0.30006354,0.00754641,"Small","drop"
1,"50",2,0.005,"M","DefaultResearchStrategy","TTest","1",0.9998,50.0298,1.0167841566,0.0167841566,0.0001484536,"Large","drop"
0.6,"25",4,5e-04,"S","DefaultResearchStrategy","TTest","0",0.0726,25,0.6079790556,0.0079790555999999,0.1307736084,"Large","drop"
0.35,"100",3,0.005,"L","DefaultResearchStrategy","TTest","0",0.353529294141172,100,0.349407439112178,-0.000592560887822446,0.0777204341131774,"Large","drop"
0.1,"20",4,0.005,"L","DefaultResearchStrategy","TTest","1",0.1718,26.681,0.614641682,0.514641682,0.071560245,"Small","drop"
1,"50",1,0.05,"M","DefaultResearchStrategy","TTest","0",0.9984,50,1.0108287732,0.0108287732000001,0.0005446466,"Large","drop"
0.75,"100",2,0.005,"L","DefaultResearchStrategy","TTest","0",0.9934,100,0.751731894,0.00173189399999996,0.0002328286,"Large","drop"
1,"5",5,0.005,"S","DefaultResearchStrategy","TTest","0",0.2602,5,2.0701607834,1.0701607834,0.0306132172,"Small","drop"
0.25,"100",3,0.005,"L","DefaultResearchStrategy","TTest","1",0.441711657668466,104.255948810238,0.351732952809438,0.101732952809438,0.059153700059988,"Large","drop"
0.15,"5",5,0.005,"S","DefaultResearchStrategy","TTest","1",0.2104,12.1056,1.1410668212,0.9910668212,0.048666468,"Small","drop"
0.5,"50",1,5e-04,"M","DefaultResearchStrategy","TTest","1",0.5054,55.6626,0.6526887564,0.1526887564,0.0099671104,"Large","drop"
0,"5",3,0.05,"S","DefaultResearchStrategy","TTest","0",0.0778,5,0.6121982184,0.6121982184,0.432052021,"Small","drop"
0.7,"20",5,5e-04,"L","DefaultResearchStrategy","TTest","1",0.9612,26.861,1.1488518746,0.4488518746,0.0002336462,"Small","drop"
0.8,"10",4,0.005,"M","DefaultResearchStrategy","TTest","0",0.3862,10,1.3515263186,0.5515263186,0.0237079142,"Small","drop"
0.25,"10",1,0.005,"M","DefaultResearchStrategy","TTest","0",0.013,10,0.263269684,0.013269684,0.457709166,"Small","drop"
0.05,"10",2,5e-04,"M","DefaultResearchStrategy","TTest","0",0.001,10,0.311951994,0.261951994,0.4816561696,"Small","drop"
1,"100",3,5e-04,"L","DefaultResearchStrategy","TTest","0",0.999800039992002,100,1.00458349010198,0.00458349010197967,6.4127174565087e-07,"Large","drop"
0.5,"5",3,0.005,"S","DefaultResearchStrategy","TTest","1",0.5148,13.3106,1.2837804046,0.7837804046,0.0170350508,"Small","drop"
1,"5",5,0.005,"S","DefaultResearchStrategy","TTest","1",0.9968,13.364,1.6612948154,0.6612948154,0.001565605,"Small","drop"
0.45,"5",3,0.005,"S","DefaultResearchStrategy","TTest","1",0.4422,13.1392,1.2529354526,0.8029354526,0.0223878324,"Small","drop"
0,"20",1,0.005,"L","DefaultResearchStrategy","TTest","0",0.0022,20,-0.0040877788,-0.0040877788,0.5088523342,"Small","drop"
0.6,"20",2,5e-04,"L","DefaultResearchStrategy","TTest","0",0.0898,20,0.8110255872,0.2110255872,0.0575133414,"Small","drop"
0.35,"5",3,5e-04,"S","DefaultResearchStrategy","TTest","0",0.0024,5,0.993249778,0.643249778,0.2623544052,"Small","drop"
0.1,"50",3,0.005,"M","DefaultResearchStrategy","TTest","0",0.00999800039992002,50,0.0973971669666067,-0.00260283303339333,0.462892278744251,"Large","drop"
1,"20",3,0.05,"L","DefaultResearchStrategy","TTest","0",0.9986,20,1.0952059684,0.0952059684,0.0072058236,"Small","drop"
0.9,"25",5,0.05,"S","DefaultResearchStrategy","TTest","1",0.9966,25.372,0.9571374186,0.0571374186,0.007486064,"Large","drop"
0.6,"100",5,5e-04,"L","DefaultResearchStrategy","TTest","1",0.9692,100.7924,0.6369272876,0.0369272875999999,0.0001825468,"Large","drop"
0.9,"25",4,0.05,"S","DefaultResearchStrategy","TTest","0",0.8806,25,0.9184752784,0.0184752784,0.0254943472,"Large","drop"
0,"5",1,0.05,"S","DefaultResearchStrategy","TTest","0",0.02,5,0.001629607,0.001629607,0.5044601916,"Small","drop"
0.3,"50",5,5e-04,"M","DefaultResearchStrategy","TTest","0",0.0236,50,0.3038865562,0.00388655619999995,0.2463553452,"Large","drop"
0.2,"100",2,0.05,"L","DefaultResearchStrategy","TTest","0",0.281,100,0.1978046032,-0.0021953968,0.272952119,"Large","drop"
0.65,"5",4,0.005,"S","DefaultResearchStrategy","TTest","0",0.0854,5,1.4981711346,0.8481711346,0.1027439232,"Small","drop"
1,"50",4,0.005,"M","DefaultResearchStrategy","TTest","1",0.9998,50.0334,1.013965148,0.013965148,0.0001530678,"Large","drop"
0.1,"25",3,0.005,"S","DefaultResearchStrategy","TTest","0",0.00659868026394721,25,0.100922917016597,0.000922917016596678,0.479616153369326,"Large","drop"
0.65,"10",2,0.05,"M","DefaultResearchStrategy","TTest","1",0.9624,14.8568,1.0400272528,0.3900272528,0.0220375772,"Small","drop"
0,"10",3,0.005,"M","DefaultResearchStrategy","TTest","1",0.0658,16.2192,0.6216167338,0.6216167338,0.180149703,"Small","drop"
0.15,"100",2,0.005,"L","DefaultResearchStrategy","TTest","0",0.041,100,0.151542725,0.00154272499999997,0.3495741022,"Large","drop"
0.15,"25",4,5e-04,"S","DefaultResearchStrategy","TTest","0",0.0014,25,0.158395792,0.00839579199999999,0.4504801848,"Large","drop"
1,"100",4,0.05,"L","DefaultResearchStrategy","TTest","1",1,100,1.0051302374,0.00513023739999996,9.922e-07,"Large","drop"
0.2,"25",3,5e-04,"S","DefaultResearchStrategy","TTest","0",0.0017996400719856,25,0.202583734053189,0.00258373405318935,0.423499782643471,"Large","drop"
0.95,"25",2,0.005,"S","DefaultResearchStrategy","TTest","1",0.975,26.7102,1.063485102,0.113485102,0.0014604704,"Large","drop"
0.9,"20",2,5e-04,"L","DefaultResearchStrategy","TTest","0",0.3514,20,1.1046396138,0.2046396138,0.0093840026,"Small","drop"
0.25,"10",1,0.005,"M","DefaultResearchStrategy","TTest","1",0.098,16.8512,0.573725902,0.323725902,0.2327914338,"Small","drop"
