"tmean","tnobs","n_reps","alpha","sizeclass","research_strategy","test_strategy","is_hacked","sigmean","mean_nobs","mean_eff","mean_eff_diff","mean_pvalue","size",".groups"
0.6,"5",2,0.05,"S","DefaultResearchStrategy","TTest","1",0.8766,11.7974,1.2257708026,0.6257708026,0.0328636174,"Small","drop"
0.5,"10",5,0.05,"M","DefaultResearchStrategy","TTest","1",0.994,15.2824,1.000141867,0.500141867,0.0212606424,"Small","drop"
0.8,"100",4,5e-04,"L","DefaultResearchStrategy","TTest","1",1,100.0222,0.8078893608,0.00788936079999991,1.13328e-05,"Large","drop"
0.4,"5",1,0.05,"S","DefaultResearchStrategy","TTest","1",0.4326,11.8906,0.863106468,0.463106468,0.169349482,"Small","drop"
0.85,"100",4,5e-04,"L","DefaultResearchStrategy","TTest","1",1,100.006,0.8540463258,0.00404632579999986,5.614e-06,"Large","drop"
0,"20",4,0.005,"L","DefaultResearchStrategy","TTest","0",0.0092,20,0.3341978354,0.3341978354,0.3732744172,"Small","drop"
0.85,"100",2,5e-04,"L","DefaultResearchStrategy","TTest","1",1,100.008,0.8501570006,0.000157000599999901,6.2528e-06,"Large","drop"
0.2,"50",4,5e-04,"M","DefaultResearchStrategy","TTest","1",0.0594,56.1828,0.3574695048,0.1574695048,0.1706732468,"Large","drop"
0.5,"20",4,0.05,"L","DefaultResearchStrategy","TTest","0",0.8106,20,0.8058670128,0.3058670128,0.0362331136,"Small","drop"
0.75,"5",4,5e-04,"S","DefaultResearchStrategy","TTest","1",0.5558,14.0898,1.5853654524,0.8353654524,0.0020268692,"Small","drop"
0.2,"100",5,0.05,"L","DefaultResearchStrategy","TTest","1",0.6082,103.226,0.2802784192,0.0802784192,0.1137666494,"Large","drop"
0.65,"20",1,0.05,"L","DefaultResearchStrategy","TTest","1",0.9116,22.7936,0.8058678296,0.1558678296,0.0282661126,"Small","drop"
0.25,"100",5,0.05,"L","DefaultResearchStrategy","TTest","1",0.7492,102.4026,0.3201618146,0.0701618146,0.066833544,"Large","drop"
0.5,"100",5,0.05,"L","DefaultResearchStrategy","TTest","0",0.936,100,0.4985027482,-0.00149725179999999,0.0134889466,"Large","drop"
0.15,"100",2,0.05,"L","DefaultResearchStrategy","TTest","1",0.4634,103.7516,0.2412977976,0.0912977976,0.172739263,"Large","drop"
0.95,"50",4,0.05,"M","DefaultResearchStrategy","TTest","1",1,50,0.954270471,0.00427047099999989,0.0006902798,"Large","drop"
0.4,"50",1,0.005,"M","DefaultResearchStrategy","TTest","0",0.199,50,0.4045724692,0.00457246919999998,0.1480316202,"Large","drop"
0.15,"5",4,5e-04,"S","DefaultResearchStrategy","TTest","1",0.0376,12.1386,1.0742355758,0.9242355758,0.0658453322,"Small","drop"
0.65,"25",3,0.05,"S","DefaultResearchStrategy","TTest","1",0.939212157568486,26.9800039992002,0.767592802439512,0.117592802439512,0.0220109044191162,"Large","drop"
0.15,"25",1,5e-04,"S","DefaultResearchStrategy","TTest","0",0.0014,25,0.1488356046,-0.00116439540000002,0.4599509794,"Large","drop"
0.95,"10",5,0.05,"M","DefaultResearchStrategy","TTest","0",0.9786,10,1.3560655044,0.4060655044,0.0163164802,"Small","drop"
0.3,"5",2,0.005,"S","DefaultResearchStrategy","TTest","0",0.0164,5,0.7398643214,0.4398643214,0.373917463,"Small","drop"
0,"5",1,5e-04,"S","DefaultResearchStrategy","TTest","0",4e-04,5,-0.0132458606,-0.0132458606,0.493113913,"Small","drop"
1,"25",2,0.05,"S","DefaultResearchStrategy","TTest","1",0.9994,25.1486,1.0376675828,0.0376675827999999,0.005132748,"Large","drop"
0.15,"5",2,0.005,"S","DefaultResearchStrategy","TTest","1",0.0894,11.7208,0.8680052112,0.7180052112,0.1585983604,"Small","drop"
0.85,"50",2,0.05,"M","DefaultResearchStrategy","TTest","0",0.9888,50,0.8617566382,0.0117566381999999,0.0024981194,"Large","drop"
0.95,"5",2,0.005,"S","DefaultResearchStrategy","TTest","1",0.8776,13.6034,1.5332679922,0.5832679922,0.003761687,"Small","drop"
0.95,"25",2,5e-04,"S","DefaultResearchStrategy","TTest","1",0.8862,29.314,1.1257893932,0.1757893932,0.0008209184,"Large","drop"
0.45,"5",4,0.05,"S","DefaultResearchStrategy","TTest","0",0.3266,5,1.263364364,0.813364364,0.1571482452,"Small","drop"
0.75,"10",5,0.05,"M","DefaultResearchStrategy","TTest","0",0.8816,10,1.2465147168,0.4965147168,0.0265514584,"Small","drop"
0.05,"20",3,0.05,"L","DefaultResearchStrategy","TTest","0",0.0984,20,0.3218052252,0.2718052252,0.3865414092,"Small","drop"
0.2,"10",5,0.005,"M","DefaultResearchStrategy","TTest","0",0.0448,10,0.77100754,0.57100754,0.1785311538,"Small","drop"
0.05,"100",3,5e-04,"L","DefaultResearchStrategy","TTest","1",0.0123975204959008,104.677264547091,0.154263349530094,0.104263349530094,0.346138220355929,"Large","drop"
0.6,"100",2,0.005,"L","DefaultResearchStrategy","TTest","0",0.9144,100,0.6012253826,0.00122538259999994,0.0029525338,"Large","drop"
0.65,"10",3,0.005,"M","DefaultResearchStrategy","TTest","0",0.1904,10,1.0965929034,0.4465929034,0.0677967506,"Small","drop"
0.6,"100",2,0.05,"L","DefaultResearchStrategy","TTest","1",1,100.011,0.6052474674,0.00524746739999993,0.0015114488,"Large","drop"
0.7,"100",5,0.05,"L","DefaultResearchStrategy","TTest","1",1,100.006,0.6991675812,-0.000832418800000068,0.0003607672,"Large","drop"
0.3,"50",3,0.05,"M","DefaultResearchStrategy","TTest","0",0.315136972605479,50,0.301701702659468,0.00170170265946806,0.248435066786643,"Large","drop"
0.15,"100",4,5e-04,"L","DefaultResearchStrategy","TTest","0",0.0094,100,0.1506136884,0.000613688399999979,0.3493272158,"Large","drop"
0.15,"5",3,0.005,"S","DefaultResearchStrategy","TTest","0",0.014,5,0.76125719,0.61125719,0.3656246576,"Small","drop"
0.65,"10",4,5e-04,"M","DefaultResearchStrategy","TTest","0",0.049,10,1.189697996,0.539697996,0.0434286676,"Small","drop"
0.6,"100",2,5e-04,"L","DefaultResearchStrategy","TTest","1",0.9676,100.8538,0.6378078878,0.0378078877999999,0.000225506,"Large","drop"
0.9,"100",4,0.005,"L","DefaultResearchStrategy","TTest","1",1,100,0.9058624846,0.00586248459999994,5.978e-06,"Large","drop"
0.65,"50",3,0.005,"M","DefaultResearchStrategy","TTest","1",0.941811637672465,51.7084583083383,0.720889189762048,0.0708891897620476,0.00285027514497101,"Large","drop"
0.35,"10",2,0.005,"M","DefaultResearchStrategy","TTest","1",0.2902,17.453,0.8705435462,0.5205435462,0.0569632122,"Small","drop"
0.75,"100",3,5e-04,"L","DefaultResearchStrategy","TTest","1",0.998000399920016,100.066986602679,0.761600914017197,0.0116009140171965,2.29136172765447e-05,"Large","drop"
0.35,"100",1,5e-04,"L","DefaultResearchStrategy","TTest","0",0.1474,100,0.3523606956,0.00236069559999996,0.0754748952,"Large","drop"
0,"25",5,0.005,"S","DefaultResearchStrategy","TTest","1",0.0218,30.6532,0.2045016166,0.2045016166,0.4167876368,"Large","drop"
0.95,"20",5,0.05,"L","DefaultResearchStrategy","TTest","0",1,20,1.0763607864,0.1263607864,0.0075822966,"Small","drop"
0.7,"10",3,0.05,"M","DefaultResearchStrategy","TTest","0",0.686,10,1.1079854488,0.4079854488,0.0583256426,"Small","drop"
0.05,"20",1,0.005,"L","DefaultResearchStrategy","TTest","0",0.0038,20,0.0463302612,-0.0036697388,0.4941091694,"Small","drop"
1,"20",1,0.005,"L","DefaultResearchStrategy","TTest","0",0.572,20,1.0174440058,0.0174440058000001,0.0295666638,"Small","drop"
0.7,"50",1,5e-04,"M","DefaultResearchStrategy","TTest","1",0.8784,52.9872,0.8062678096,0.1062678096,0.0010487976,"Large","drop"
0.5,"20",5,5e-04,"L","DefaultResearchStrategy","TTest","0",0.105,20,0.8999158466,0.3999158466,0.022215035,"Small","drop"
0.55,"25",3,0.005,"S","DefaultResearchStrategy","TTest","0",0.171765646870626,25,0.559289212757448,0.00928921275744843,0.155684021995601,"Large","drop"
0.8,"20",3,0.05,"L","DefaultResearchStrategy","TTest","1",0.9998,21.4048,0.9254422526,0.1254422526,0.0124596516,"Small","drop"
0.7,"100",2,5e-04,"L","DefaultResearchStrategy","TTest","0",0.9206,100,0.7058354932,0.00583549319999999,0.0005148092,"Large","drop"
0.15,"5",1,0.05,"S","DefaultResearchStrategy","TTest","1",0.2044,11.1514,0.6134992758,0.4634992758,0.3134287836,"Small","drop"
0.5,"5",5,0.05,"S","DefaultResearchStrategy","TTest","0",0.4248,5,1.423696882,0.923696882,0.109449243,"Small","drop"
0.55,"5",5,0.05,"S","DefaultResearchStrategy","TTest","0",0.4634,5,1.4727552986,0.9227552986,0.09788915,"Small","drop"
0.65,"25",4,5e-04,"S","DefaultResearchStrategy","TTest","1",0.4718,32.0256,0.8691929996,0.2191929996,0.0126888914,"Large","drop"
0.6,"100",3,0.05,"L","DefaultResearchStrategy","TTest","0",0.988002399520096,100,0.598731931813637,-0.00126806818636283,0.00268802379524095,"Large","drop"
0.4,"25",3,0.005,"S","DefaultResearchStrategy","TTest","1",0.349530093981204,31.6022795440912,0.615491711257748,0.215491711257748,0.0788689432113577,"Large","drop"
0.4,"10",2,5e-04,"M","DefaultResearchStrategy","TTest","0",0.0048,10,0.6886940004,0.2886940004,0.2479620562,"Small","drop"
0.4,"100",4,5e-04,"L","DefaultResearchStrategy","TTest","1",0.6172,103.6852,0.4959582204,0.0959582204,0.007792542,"Large","drop"
0.7,"50",3,0.05,"M","DefaultResearchStrategy","TTest","0",0.941811637672465,50,0.709036043191362,0.00903604319136164,0.0131062849430114,"Large","drop"
0.95,"100",1,5e-04,"L","DefaultResearchStrategy","TTest","0",0.999,100,0.9531965852,0.00319658519999988,2.801e-06,"Large","drop"
0.8,"50",1,0.05,"M","DefaultResearchStrategy","TTest","0",0.9762,50,0.8044634092,0.00446340919999999,0.0051774868,"Large","drop"
0.2,"5",2,0.05,"S","DefaultResearchStrategy","TTest","1",0.4444,11.5494,0.8973794894,0.6973794894,0.1395873812,"Small","drop"
0.5,"50",1,0.05,"M","DefaultResearchStrategy","TTest","0",0.6996,50,0.5072438106,0.00724381060000001,0.07410827,"Large","drop"
0.2,"25",2,5e-04,"S","DefaultResearchStrategy","TTest","1",0.0294,31.5398,0.4228011488,0.2228011488,0.2158008312,"Large","drop"
0.4,"20",5,0.005,"L","DefaultResearchStrategy","TTest","1",0.8286,26.538,0.8985880972,0.4985880972,0.0045533264,"Small","drop"
0.2,"20",3,0.005,"L","DefaultResearchStrategy","TTest","1",0.2672,26.855,0.6674850104,0.4674850104,0.0530679666,"Small","drop"
0.95,"5",2,0.05,"S","DefaultResearchStrategy","TTest","1",0.9922,10.554,1.5035506492,0.5535506492,0.0166021474,"Small","drop"
0.5,"100",1,0.05,"L","DefaultResearchStrategy","TTest","1",0.9962,100.1334,0.5126644662,0.0126644661999999,0.0046524892,"Large","drop"
0.15,"100",3,5e-04,"L","DefaultResearchStrategy","TTest","0",0.00739852029594081,100,0.151934432313537,0.00193443231353727,0.34765975744851,"Large","drop"
0.1,"20",5,0.005,"L","DefaultResearchStrategy","TTest","0",0.03,20,0.4793382994,0.3793382994,0.2165035496,"Small","drop"
0.95,"50",4,0.05,"M","DefaultResearchStrategy","TTest","0",0.9968,50,0.9578084394,0.00780843939999998,0.0009487448,"Large","drop"
0.3,"5",3,5e-04,"S","DefaultResearchStrategy","TTest","1",0.0662,12.722,1.1261374662,0.8261374662,0.0473737264,"Small","drop"
0.2,"50",5,5e-04,"M","DefaultResearchStrategy","TTest","1",0.0566,56.2052,0.3573486986,0.1573486986,0.1665879026,"Large","drop"
0.95,"25",4,0.005,"S","DefaultResearchStrategy","TTest","1",0.9754,26.7848,1.0572331302,0.1072331302,0.001616496,"Large","drop"
0.45,"5",5,0.05,"S","DefaultResearchStrategy","TTest","1",0.9668,11.6062,1.2573698546,0.8073698546,0.024556454,"Small","drop"
0.7,"20",1,0.005,"L","DefaultResearchStrategy","TTest","1",0.7394,25.5696,0.913882035,0.213882035,0.0135815418,"Small","drop"
0.5,"100",5,0.05,"L","DefaultResearchStrategy","TTest","1",0.995,100.1234,0.5138373494,0.0138373494,0.0050075108,"Large","drop"
0.05,"25",2,0.05,"S","DefaultResearchStrategy","TTest","0",0.0404,25,0.0573318986,0.0073318986,0.4973373052,"Large","drop"
0.6,"5",5,5e-04,"S","DefaultResearchStrategy","TTest","1",0.4076,13.8424,1.521605604,0.921605604,0.0036537054,"Small","drop"
0.75,"10",5,5e-04,"M","DefaultResearchStrategy","TTest","1",0.8366,18.4824,1.4185543454,0.6685543454,0.0005001552,"Small","drop"
0.55,"25",3,0.05,"S","DefaultResearchStrategy","TTest","0",0.468506298740252,25,0.557286972405519,0.0072869724055189,0.156424464907019,"Large","drop"
0.35,"100",4,0.05,"L","DefaultResearchStrategy","TTest","1",0.923,101.0292,0.3901145734,0.0401145734,0.0239671596,"Large","drop"
0.05,"10",4,0.05,"M","DefaultResearchStrategy","TTest","1",0.4772,15.9132,0.7244072046,0.6744072046,0.1051969916,"Small","drop"
0.6,"10",3,5e-04,"M","DefaultResearchStrategy","TTest","0",0.0278,10,1.037454583,0.437454583,0.0855162806,"Small","drop"
0.3,"10",5,5e-04,"M","DefaultResearchStrategy","TTest","1",0.1542,17.6118,1.053284428,0.753284428,0.0155926948,"Small","drop"
0.85,"5",3,0.005,"S","DefaultResearchStrategy","TTest","0",0.116,5,1.604015953,0.754015953,0.0907861094,"Small","drop"
0.8,"50",3,0.005,"M","DefaultResearchStrategy","TTest","0",0.865226954609078,50,0.805766593881224,0.00576659388122369,0.0046232149570086,"Large","drop"
0.65,"25",5,0.05,"S","DefaultResearchStrategy","TTest","0",0.6304,25,0.6680760286,0.0180760286,0.0944508434,"Large","drop"
0.75,"20",2,0.05,"L","DefaultResearchStrategy","TTest","0",0.8668,20,0.9051338954,0.1551338954,0.0283061424,"Small","drop"
0.95,"20",5,0.005,"L","DefaultResearchStrategy","TTest","0",0.9704,20,1.222195144,0.272195144,0.0014566882,"Small","drop"
0,"10",4,5e-04,"M","DefaultResearchStrategy","TTest","0",0.0014,10,0.490168595,0.490168595,0.3694424128,"Small","drop"
0,"10",1,0.005,"M","DefaultResearchStrategy","TTest","1",0.0216,15.7802,0.3188125622,0.3188125622,0.4194012282,"Small","drop"
0.9,"50",1,5e-04,"M","DefaultResearchStrategy","TTest","0",0.8116,50,0.90311577,0.00311576999999996,0.0017454656,"Large","drop"
0.6,"10",3,0.05,"M","DefaultResearchStrategy","TTest","1",0.9858,14.9574,1.0259258694,0.4259258694,0.0211893192,"Small","drop"
0,"100",5,0.05,"L","DefaultResearchStrategy","TTest","0",0.0238,100,0.0016759224,0.0016759224,0.5008558456,"Large","drop"
0.2,"20",5,0.05,"L","DefaultResearchStrategy","TTest","1",0.8612,25.3698,0.6673354006,0.4673354006,0.035085999,"Small","drop"
0.8,"10",5,5e-04,"M","DefaultResearchStrategy","TTest","0",0.1196,10,1.437567634,0.637567634,0.0156761242,"Small","drop"
0.95,"20",3,0.05,"L","DefaultResearchStrategy","TTest","1",1,20.5576,1.0339103202,0.0839103201999999,0.0086588712,"Small","drop"
1,"20",5,0.005,"L","DefaultResearchStrategy","TTest","1",1,22.412,1.1585176194,0.1585176194,0.0012193626,"Small","drop"
0.15,"100",4,0.05,"L","DefaultResearchStrategy","TTest","0",0.1852,100,0.1504510568,0.000451056799999988,0.3505776516,"Large","drop"
0.05,"25",3,5e-04,"S","DefaultResearchStrategy","TTest","1",0.00759848030393921,30.8646270745851,0.256146054789042,0.206146054789042,0.377430346730654,"Large","drop"
0.9,"50",3,0.005,"M","DefaultResearchStrategy","TTest","0",0.94621075784843,50,0.904789322735453,0.00478932273545285,0.00158263707258548,"Large","drop"
0.65,"100",2,0.05,"L","DefaultResearchStrategy","TTest","1",1,100.01,0.6536241504,0.00362415039999997,0.0007581662,"Large","drop"
0.3,"100",5,0.005,"L","DefaultResearchStrategy","TTest","0",0.2312,100,0.2978407604,-0.00215923960000003,0.129532731,"Large","drop"
0.7,"10",4,0.005,"M","DefaultResearchStrategy","TTest","0",0.2912,10,1.245183328,0.545183328,0.03678018,"Small","drop"
0.95,"100",5,0.05,"L","DefaultResearchStrategy","TTest","0",1,100,0.9559262482,0.00592624819999998,2.2696e-06,"Large","drop"
0.05,"10",3,5e-04,"M","DefaultResearchStrategy","TTest","0",8e-04,10,0.447123667,0.397123667,0.4040076516,"Small","drop"
0.25,"50",1,5e-04,"M","DefaultResearchStrategy","TTest","1",0.0924,56.2256,0.4089217862,0.1589217862,0.1198281328,"Large","drop"
0.2,"50",2,5e-04,"M","DefaultResearchStrategy","TTest","1",0.0542,56.1032,0.3593544866,0.1593544866,0.1658974672,"Large","drop"
0.3,"100",1,0.05,"L","DefaultResearchStrategy","TTest","0",0.5608,100,0.3022349936,0.00223499359999996,0.1230368062,"Large","drop"
0.25,"20",2,0.005,"L","DefaultResearchStrategy","TTest","0",0.041,20,0.4393725936,0.1893725936,0.2769360448,"Small","drop"
0.75,"100",4,5e-04,"L","DefaultResearchStrategy","TTest","1",0.9992,100.059,0.7614139996,0.0114139996,2.24258e-05,"Large","drop"
0.55,"10",3,0.05,"M","DefaultResearchStrategy","TTest","0",0.5168,10,0.9629223334,0.4129223334,0.10015596,"Small","drop"
0.55,"100",1,0.05,"L","DefaultResearchStrategy","TTest","0",0.9696,100,0.5490123248,-0.000987675200000093,0.0065050784,"Large","drop"
0.75,"20",3,5e-04,"L","DefaultResearchStrategy","TTest","1",0.906,26.6466,1.1514668816,0.4014668816,0.0003711876,"Small","drop"
1,"25",3,0.005,"S","DefaultResearchStrategy","TTest","1",0.985202959408118,26.3949210157968,1.10118720395921,0.101187203959208,0.00117985342931414,"Large","drop"
0.85,"20",4,0.05,"L","DefaultResearchStrategy","TTest","1",1,21.1062,0.959391271,0.109391271,0.0112612708,"Small","drop"
0.55,"25",2,5e-04,"S","DefaultResearchStrategy","TTest","0",0.051,25,0.5640339858,0.0140339857999999,0.1559745044,"Large","drop"
0.2,"5",3,5e-04,"S","DefaultResearchStrategy","TTest","0",0.0016,5,0.835952672,0.635952672,0.3319064972,"Small","drop"
0.3,"100",3,0.005,"L","DefaultResearchStrategy","TTest","0",0.238152369526095,100,0.300509193961208,0.000509193961207688,0.12825975264947,"Large","drop"
0.1,"5",3,0.005,"S","DefaultResearchStrategy","TTest","1",0.1024,11.729,0.9419301948,0.8419301948,0.115159024,"Small","drop"
0.6,"5",5,0.005,"S","DefaultResearchStrategy","TTest","0",0.088,5,1.5529971584,0.9529971584,0.0862614228,"Small","drop"
0.6,"20",3,5e-04,"L","DefaultResearchStrategy","TTest","0",0.1194,20,0.8937470616,0.2937470616,0.0285187378,"Small","drop"
0.2,"20",2,5e-04,"L","DefaultResearchStrategy","TTest","1",0.0504,26.9922,0.5978412758,0.3978412758,0.0950266342,"Small","drop"
0.05,"20",5,0.05,"L","DefaultResearchStrategy","TTest","1",0.5714,25.7988,0.5722322628,0.5222322628,0.0808120888,"Small","drop"
0.35,"10",4,0.005,"M","DefaultResearchStrategy","TTest","1",0.5022,17.4916,1.0291925918,0.6791925918,0.0168154608,"Small","drop"
0.9,"25",4,5e-04,"S","DefaultResearchStrategy","TTest","1",0.8412,29.8522,1.086467048,0.186467048,0.0012905606,"Large","drop"
0.5,"50",3,5e-04,"M","DefaultResearchStrategy","TTest","1",0.523495300939812,55.5836832633473,0.654521634873025,0.154521634873025,0.0117399182163567,"Large","drop"
0,"100",2,5e-04,"L","DefaultResearchStrategy","TTest","0",2e-04,100,-0.000565477,-0.000565477,0.4986262118,"Large","drop"
0.2,"5",4,0.05,"S","DefaultResearchStrategy","TTest","1",0.6836,11.496,1.0909648612,0.8909648612,0.0581312876,"Small","drop"
0.8,"20",3,0.005,"L","DefaultResearchStrategy","TTest","1",0.9954,23.8688,1.0551727066,0.2551727066,0.0016812848,"Small","drop"
0.75,"50",5,5e-04,"M","DefaultResearchStrategy","TTest","0",0.5734,50,0.7591139708,0.00911397079999998,0.0086338846,"Large","drop"
0.3,"20",4,0.005,"L","DefaultResearchStrategy","TTest","0",0.1058,20,0.6393714014,0.3393714014,0.1056431664,"Small","drop"
0.2,"20",2,0.05,"L","DefaultResearchStrategy","TTest","0",0.168,20,0.3801032438,0.1801032438,0.3279932656,"Small","drop"
0.5,"100",4,0.005,"L","DefaultResearchStrategy","TTest","1",0.9612,100.8028,0.5339353188,0.0339353188,0.0017578534,"Large","drop"
0.7,"50",1,0.05,"M","DefaultResearchStrategy","TTest","0",0.9362,50,0.7066317282,0.00663172819999991,0.012787606,"Large","drop"
0.15,"5",4,0.05,"S","DefaultResearchStrategy","TTest","1",0.6164,11.4352,1.0597920996,0.9097920996,0.0701697558,"Small","drop"
0.15,"10",4,0.05,"M","DefaultResearchStrategy","TTest","0",0.1888,10,0.644818665,0.494818665,0.2581234158,"Small","drop"
0.8,"25",4,0.005,"S","DefaultResearchStrategy","TTest","1",0.8998,28.3106,0.9475113918,0.1475113918,0.0041605396,"Large","drop"
0.1,"20",2,5e-04,"L","DefaultResearchStrategy","TTest","0",0.0016,20,0.2905521104,0.1905521104,0.413002683,"Small","drop"
0.55,"100",5,0.005,"L","DefaultResearchStrategy","TTest","0",0.861,100,0.5535405418,0.00354054179999996,0.0058411158,"Large","drop"
0.95,"100",5,5e-04,"L","DefaultResearchStrategy","TTest","1",1,100,0.9560530196,0.00605301959999993,1.299e-06,"Large","drop"
0.95,"100",4,0.05,"L","DefaultResearchStrategy","TTest","0",1,100,0.9542116414,0.00421164139999997,2.211e-06,"Large","drop"
0.4,"100",1,0.05,"L","DefaultResearchStrategy","TTest","0",0.807,100,0.403241879,0.003241879,0.0431437388,"Large","drop"
0.25,"10",4,0.005,"M","DefaultResearchStrategy","TTest","0",0.0426,10,0.7606530488,0.5106530488,0.1885575538,"Small","drop"
0.55,"25",1,5e-04,"S","DefaultResearchStrategy","TTest","0",0.0466,25,0.55396105,0.00396104999999991,0.1625847254,"Large","drop"
0.5,"50",3,0.05,"M","DefaultResearchStrategy","TTest","0",0.694061187762448,50,0.504140398520296,0.00414039852029591,0.0744522611477704,"Large","drop"
1,"50",5,0.005,"M","DefaultResearchStrategy","TTest","1",0.9998,50.0314,1.0157708578,0.0157708578,0.0001626174,"Large","drop"
0.9,"25",1,5e-04,"S","DefaultResearchStrategy","TTest","0",0.3142,25,0.9227701894,0.0227701894,0.0249524084,"Large","drop"
0.6,"50",4,5e-04,"M","DefaultResearchStrategy","TTest","1",0.7194,54.4252,0.7310631852,0.1310631852,0.0032110568,"Large","drop"
0.15,"10",3,0.005,"M","DefaultResearchStrategy","TTest","1",0.1592,16.9536,0.7780463378,0.6280463378,0.086395673,"Small","drop"
0.85,"50",3,5e-04,"M","DefaultResearchStrategy","TTest","0",0.741851629674065,50,0.859886486302739,0.00988648630273936,0.00291717376524695,"Large","drop"
0.75,"50",5,0.05,"M","DefaultResearchStrategy","TTest","0",0.9608,50,0.7562596698,0.00625966980000003,0.008748607,"Large","drop"
0.85,"25",5,0.05,"S","DefaultResearchStrategy","TTest","0",0.839,25,0.8661285736,0.0161285735999999,0.035186106,"Large","drop"
0.8,"50",4,5e-04,"M","DefaultResearchStrategy","TTest","1",0.9554,51.6602,0.8737704026,0.0737704026,0.0002816656,"Large","drop"
0.75,"20",3,0.05,"L","DefaultResearchStrategy","TTest","0",0.9492,20,0.9397916822,0.1897916822,0.0162558132,"Small","drop"
0.5,"5",2,5e-04,"S","DefaultResearchStrategy","TTest","0",0.003,5,0.9776803074,0.4776803074,0.2760393346,"Small","drop"
0.95,"100",2,0.05,"L","DefaultResearchStrategy","TTest","0",1,100,0.952133856,0.00213385599999993,3.0982e-06,"Large","drop"
0.15,"5",2,5e-04,"S","DefaultResearchStrategy","TTest","1",0.0204,11.7748,0.8668243088,0.7168243088,0.1553231774,"Small","drop"
0.45,"10",1,5e-04,"M","DefaultResearchStrategy","TTest","0",0.0028,10,0.4654744656,0.0154744656,0.3688191154,"Small","drop"
0.95,"20",1,5e-04,"L","DefaultResearchStrategy","TTest","0",0.2334,20,0.9657824956,0.0157824955999999,0.036362651,"Small","drop"
0.65,"25",2,5e-04,"S","DefaultResearchStrategy","TTest","0",0.091,25,0.6567438856,0.00674388559999994,0.1014096,"Large","drop"
0.15,"20",1,0.005,"L","DefaultResearchStrategy","TTest","0",0.0082,20,0.1516445914,0.00164459139999998,0.4683412264,"Small","drop"
0.95,"25",1,5e-04,"S","DefaultResearchStrategy","TTest","0",0.3722,25,0.965878978,0.0158789779999999,0.0197254134,"Large","drop"
0.45,"25",4,0.05,"S","DefaultResearchStrategy","TTest","1",0.7574,29.2138,0.6118346404,0.1618346404,0.0650920086,"Large","drop"
0.05,"100",5,0.05,"L","DefaultResearchStrategy","TTest","0",0.0558,100,0.0509262302,0.000926230199999996,0.4808229008,"Large","drop"
0.55,"10",1,5e-04,"M","DefaultResearchStrategy","TTest","1",0.1306,17.93,0.8904449,0.3404449,0.0683808468,"Small","drop"
0.9,"5",2,0.05,"S","DefaultResearchStrategy","TTest","1",0.9862,10.8316,1.4724972282,0.5724972282,0.0174596914,"Small","drop"
0.5,"5",3,0.05,"S","DefaultResearchStrategy","TTest","0",0.2746,5,1.1580578594,0.6580578594,0.2001418418,"Small","drop"
0.2,"50",1,5e-04,"M","DefaultResearchStrategy","TTest","1",0.0504,56.1378,0.3610924392,0.1610924392,0.164339695,"Large","drop"
0.75,"5",5,0.005,"S","DefaultResearchStrategy","TTest","1",0.9448,13.5602,1.5269262728,0.7769262728,0.0024083502,"Small","drop"
0.9,"50",5,0.005,"M","DefaultResearchStrategy","TTest","0",0.9398,50,0.9040055164,0.00400551640000002,0.0020482016,"Large","drop"
0.25,"5",4,5e-04,"S","DefaultResearchStrategy","TTest","1",0.064,12.6344,1.1703080802,0.9203080802,0.0398869434,"Small","drop"
1,"25",5,0.005,"S","DefaultResearchStrategy","TTest","0",0.7214,25,1.015056417,0.015056417,0.0150744996,"Large","drop"
1,"10",2,0.05,"M","DefaultResearchStrategy","TTest","0",0.803,10,1.2576556066,0.2576556066,0.0387260576,"Small","drop"
1,"25",3,5e-04,"S","DefaultResearchStrategy","TTest","1",0.923015396920616,28.623275344931,1.16223039992002,0.162230399920016,0.000421983403319336,"Large","drop"
0.75,"20",5,0.05,"L","DefaultResearchStrategy","TTest","1",1,21.6376,0.8963894386,0.1463894386,0.0135777468,"Small","drop"
0.85,"50",2,5e-04,"M","DefaultResearchStrategy","TTest","1",0.9766,51.0854,0.909195721,0.0591957209999999,0.0001672718,"Large","drop"
0.5,"10",3,0.005,"M","DefaultResearchStrategy","TTest","0",0.1032,10,0.9315249432,0.4315249432,0.1181236098,"Small","drop"
0.45,"20",3,0.005,"L","DefaultResearchStrategy","TTest","0",0.2078,20,0.7403371294,0.2903371294,0.0687116246,"Small","drop"
0.85,"50",4,5e-04,"M","DefaultResearchStrategy","TTest","0",0.743,50,0.8570515588,0.00705155879999986,0.0030025632,"Large","drop"
0.85,"50",3,0.05,"M","DefaultResearchStrategy","TTest","0",0.988402319536093,50,0.858000957408518,0.00800095740851825,0.00303041571685663,"Large","drop"
0.75,"25",1,5e-04,"S","DefaultResearchStrategy","TTest","1",0.6402,31.48,0.9575256602,0.2075256602,0.0048020986,"Large","drop"
0.25,"25",5,0.005,"S","DefaultResearchStrategy","TTest","0",0.0286,25,0.249573507,-0.000426493,0.3953336692,"Large","drop"
0.25,"20",5,0.05,"L","DefaultResearchStrategy","TTest","1",0.9266,25.0008,0.6931323762,0.4431323762,0.029165748,"Small","drop"
