mean_slope,min_slope,max_slope,var_slope,mean_se,min_se,max_se,var_se,mean_tstat,min_tstat,max_tstat,var_tstat,mean_pval,min_pval,max_pval,var_pval,mean_sig,min_sig,max_sig,var_sig,mean_df,min_df,max_df,var_df,simulation_parameters_save_rejected,researcher_parameters_research_strategy_between_replications_selection_policies_0_2,researcher_parameters_hacking_strategies_0_0_0_target,journal_parameters_max_pubs,experiment_parameters_data_strategy_measurements_sigma_0_3,experiment_parameters_data_strategy_measurements_sigma_1_2,researcher_parameters_research_strategy_between_stashed_selection_policies_0_0,researcher_parameters_research_strategy_between_replications_selection_policies_0_0,researcher_parameters_research_strategy_between_replications_selection_policies_1_1,simulation_parameters_save_all_pubs,experiment_parameters_n_conditions,researcher_parameters_hacking_strategies_0_0_0_n_attempts,researcher_parameters_hacking_strategies_0_1_0_stopping_condition_0,simulation_parameters_progress,researcher_parameters_hacking_strategies_0_1_1_0_1,researcher_parameters_research_strategy_initial_selection_policies_0_0,simulation_parameters_n_sims,simulation_parameters_update_config,researcher_parameters_research_strategy_initial_selection_policies_1_0,researcher_parameters_research_strategy_between_stashed_selection_policies_1_0,experiment_parameters_n_dep_vars,journal_parameters_review_strategy_side,researcher_parameters_research_strategy_will_not_start_hacking_decision_policies_1,journal_parameters_meta_analysis_metrics_0_estimator,researcher_parameters_research_strategy_between_stashed_selection_policies_0_1,researcher_parameters_hacking_strategies_0_1_1_0_2,researcher_parameters_research_strategy_will_not_start_hacking_decision_policies_0,researcher_parameters_hacking_strategies_0_0_1_0_0,journal_parameters_review_strategy_pub_bias_rate,journal_parameters_meta_analysis_metrics_0_name,researcher_parameters_hacking_strategies_0_0_2_0,experiment_parameters_data_strategy_measurements_sigma_1_1,experiment_parameters_data_strategy_measurements_means_0,experiment_parameters_data_strategy_measurements_means_1,experiment_parameters_data_strategy_measurements_sigma_0_0,researcher_parameters_research_strategy_initial_selection_policies_1_1,experiment_parameters_data_strategy_measurements_means_3,researcher_parameters_research_strategy_initial_selection_policies_0_2,experiment_parameters_n_reps,researcher_parameters_hacking_strategies_0_1_0_min_observations,researcher_parameters_hacking_strategies_0_0_0_name,experiment_parameters_n_obs,simulation_parameters_log_level,experiment_parameters_data_strategy_measurements_means_2,experiment_parameters_data_strategy_measurements_sigma_0_1,journal_parameters_review_strategy_name,researcher_parameters_hacking_strategies_0_1_0_num,researcher_parameters_hacking_strategies_0_0_0_ratio,researcher_parameters_research_strategy_name,experiment_parameters_data_strategy_measurements_sigma_2_1,simulation_parameters_output_path,experiment_parameters_data_strategy_measurements_sigma_2_0,researcher_parameters_hacking_strategies_0_1_2_0,experiment_parameters_data_strategy_measurements_sigma_2_2,researcher_parameters_hacking_strategies_0_1_1_0_0,researcher_parameters_hacking_strategies_0_0_2_1,experiment_parameters_data_strategy_measurements_sigma_3_3,researcher_parameters_hacking_strategies_0_1_0_multipliers_0,researcher_parameters_research_strategy_between_replications_selection_policies_2_0,researcher_parameters_hacking_strategies_0_1_0_multipliers_1,researcher_parameters_hacking_strategies_0_1_0_multipliers_3,experiment_parameters_data_strategy_measurements_sigma_0_2,researcher_parameters_probability_of_being_a_hacker,researcher_parameters_hacking_strategies_0_1_0_order,experiment_parameters_data_strategy_measurements_sigma_3_0,journal_parameters_meta_analysis_metrics_1_name,experiment_parameters_data_strategy_measurements_sigma_1_3,researcher_parameters_hacking_strategies_0_0_1_0_2,researcher_parameters_hacking_strategies_0_0_0_stopping_condition_0,simulation_parameters_save_meta,experiment_parameters_effect_strategy_name,simulation_parameters_master_seed,researcher_parameters_hacking_strategies_0_1_0_multipliers_4,experiment_parameters_data_strategy_measurements_sigma_3_2,researcher_parameters_research_strategy_between_stashed_selection_policies_1_1,researcher_parameters_research_strategy_between_replications_selection_policies_2_1,experiment_parameters_data_strategy_measurements_dist,experiment_parameters_test_strategy_alpha,researcher_parameters_research_strategy_initial_selection_policies_0_1,researcher_parameters_research_strategy_between_replications_selection_policies_1_0,researcher_parameters_hacking_strategies_0_1_0_target,researcher_parameters_hacking_strategies_0_1_0_multipliers_2,simulation_parameters_output_prefix,journal_parameters_meta_analysis_metrics_1_alpha,experiment_parameters_test_strategy_alternative,experiment_parameters_data_strategy_measurements_sigma_2_3,researcher_parameters_research_strategy_initial_selection_policies_1_2,journal_parameters_review_strategy_alpha,simulation_parameters_save_overall_summaries,experiment_parameters_data_strategy_measurements_sigma_1_0,experiment_parameters_test_strategy_var_equal,researcher_parameters_hacking_strategies_0_0_1_0_1,experiment_parameters_data_strategy_name,researcher_parameters_hacking_strategies_0_1_0_n_attempts,experiment_parameters_data_strategy_measurements_sigma_3_1,simulation_parameters_save_pubs_per_sim_summaries,experiment_parameters_test_strategy_name,researcher_parameters_hacking_strategies_0_1_0_name,researcher_parameters_research_strategy_stashing_policy_0,researcher_parameters_hacking_strategies_0_1_2_1,researcher_parameters_research_strategy_between_replications_selection_policies_0_1
0.079549,-0.447788,0.706217,0.030552999999999997,0.167974,0.059676,0.392952,0.002796,0.478754,-2.369015,4.289418,1.046761,0.469004,0.000298,0.999339,0.085781,0.131,0.0,1.0,0.113953,22.0,22.0,22.0,0.0,False,,Both,24,0.0,0.0,effect > 0,,,True,2,1,sig,False,effect > 0,id == 2,1000,True,id == 3,effect < 0,2,0,sig,DL,min(pvalue),min(pvalue),effect > 0,sig,0.95,RandomEffectEstimator,effect > 0,1.0,0.0,0.0,1.0,sig,0.2,effect > 0,1,1,OptionalStopping,100,off,0.2,0.5,SignificantSelection,100,0.3,DefaultResearchStrategy,0.0,/scratch/bakker-et-al-2012-extended-agg-qrp/outputs/,0.0,effect > 0,1.0,sig,sig,1.0,4,,3.5,2.5,0.0,1,random,0.0,EggersTestEstimator,0.0,min(pvalue),sig,True,StandardizedMeanDifference,1628085215759911,2,0.5,max(pvalue),,mvnorm_distribution,0.005,sig,,Both,3,38ba4be6-89c3-4161-bb9f-22543afdde13,0.1,TwoSided,0.5,effect > 0,0.005,True,0.5,True,effect > 0,LinearModel,1,0.0,False,TTest,OutliersRemoval,all,sig,
-0.254387,-1.7368240000000001,0.9181229999999999,0.140272,0.32260700000000003,0.141966,0.766608,0.007281,-0.777302,-5.160946,2.561372,1.337591,0.409351,3.6e-05,0.998974,0.094108,0.211,0.0,1.0,0.16664600000000002,22.0,22.0,22.0,0.0,False,,Both,24,0.0,0.0,effect > 0,,,True,2,1,sig,False,effect > 0,id == 2,1000,True,id == 3,effect < 0,2,0,sig,DL,min(pvalue),min(pvalue),effect > 0,sig,0.95,RandomEffectEstimator,effect > 0,1.0,0.0,0.0,1.0,sig,0.9,effect > 0,1,1,OptionalStopping,25,off,0.9,0.5,SignificantSelection,25,0.3,DefaultResearchStrategy,0.0,/scratch/bakker-et-al-2012-extended-agg-qrp/outputs/,0.0,effect > 0,1.0,sig,sig,1.0,4,,3.5,2.5,0.0,1,random,0.0,EggersTestEstimator,0.0,min(pvalue),sig,True,StandardizedMeanDifference,1628087093312491,2,0.5,max(pvalue),,mvnorm_distribution,0.005,sig,,Both,3,38cd5f34-83bc-4943-ac00-b7ac9903fb91,0.1,TwoSided,0.5,effect > 0,0.005,True,0.5,True,effect > 0,LinearModel,1,0.0,False,TTest,OutliersRemoval,all,sig,
-0.46496800000000005,-1.5438100000000001,1.083623,0.144499,0.378394,0.203048,0.655574,0.004776,-1.2952,-5.132266,2.723999,1.204128,0.312601,3.8e-05,0.999569,0.084586,0.333,0.0,1.0,0.222333,22.0,22.0,22.0,0.0,False,,Both,24,0.0,0.0,effect > 0,,,True,2,1,sig,False,effect > 0,id == 2,1000,True,id == 3,effect < 0,2,0,sig,DL,min(pvalue),min(pvalue),effect > 0,sig,0.95,RandomEffectEstimator,effect > 0,1.0,0.0,0.0,1.0,sig,0.0,effect > 0,1,1,OptionalStopping,100,off,0.0,0.5,SignificantSelection,100,0.3,DefaultResearchStrategy,0.0,/scratch/bakker-et-al-2012-extended-agg-qrp/outputs/,0.0,effect > 0,1.0,sig,sig,1.0,4,,3.5,2.5,0.0,1,random,0.0,EggersTestEstimator,0.0,min(pvalue),sig,True,StandardizedMeanDifference,1628085386568168,2,0.5,max(pvalue),,mvnorm_distribution,0.005,sig,,Both,3,38ef3237-0bfc-4fbd-b334-b64b5085a96b,0.1,TwoSided,0.5,effect > 0,0.005,True,0.5,True,effect > 0,LinearModel,1,0.0,False,TTest,OutliersRemoval,all,sig,
-0.384748,-1.792052,1.318509,0.184305,0.405265,0.186198,0.7298520000000001,0.007449,-1.030475,-5.0945,2.370952,1.357386,0.363349,4.2e-05,0.999009,0.090279,0.276,0.0,1.0,0.200024,22.0,22.0,22.0,0.0,False,,Both,24,0.0,0.0,effect > 0,,,True,2,1,sig,False,effect > 0,id == 2,1000,True,id == 3,effect < 0,2,0,sig,DL,min(pvalue),min(pvalue),effect > 0,sig,0.9,RandomEffectEstimator,effect > 0,1.0,0.0,0.0,1.0,sig,0.2,effect > 0,1,1,OptionalStopping,50,off,0.2,0.5,SignificantSelection,50,0.3,DefaultResearchStrategy,0.0,/scratch/bakker-et-al-2012-extended-agg-qrp/outputs/,0.0,effect > 0,1.0,sig,sig,1.0,4,,3.5,2.5,0.0,1,random,0.0,EggersTestEstimator,0.0,min(pvalue),sig,True,StandardizedMeanDifference,1628087186181539,2,0.5,max(pvalue),,mvnorm_distribution,0.0005,sig,,Both,3,39601dac-8d7a-4d54-b89e-62d9655bf77c,0.1,TwoSided,0.5,effect > 0,0.0005,True,0.5,True,effect > 0,LinearModel,1,0.0,False,TTest,OutliersRemoval,all,sig,
-0.23656799999999997,-1.499839,0.813883,0.11423399999999999,0.25272100000000003,0.084605,0.736875,0.0072959999999999995,-0.9484469999999999,-9.101673,2.464905,1.8081189999999998,0.387125,0.0,0.999516,0.096135,0.255,0.0,1.0,0.190165,22.0,22.0,22.0,0.0,False,first,Both,24,0.0,0.0,effect > 0,effect > 0,min(pvalue),True,2,1,sig,False,effect > 0,id == 2,1000,True,id == 3,effect < 0,2,0,sig,DL,min(pvalue),min(pvalue),effect > 0,sig,0.99,RandomEffectEstimator,effect > 0,1.0,0.0,0.0,1.0,sig,0.30000000000000004,effect > 0,5,1,OptionalStopping,10,off,0.30000000000000004,0.5,SignificantSelection,10,0.3,DefaultResearchStrategy,0.0,/scratch/bakker-et-al-2012-extended-agg-qrp/outputs/,0.0,effect > 0,1.0,sig,sig,1.0,4,effect < 0,3.5,2.5,0.0,1,random,0.0,EggersTestEstimator,0.0,min(pvalue),sig,True,StandardizedMeanDifference,1628084935244285,2,0.5,max(pvalue),max(pvalue),mvnorm_distribution,0.005,sig,effect > 0,Both,3,39a60346-6d24-4b96-a1cd-207557f47ef9,0.1,TwoSided,0.5,effect > 0,0.005,True,0.5,True,effect > 0,LinearModel,1,0.0,False,TTest,OutliersRemoval,all,sig,sig
-0.31459000000000004,-2.6226700000000003,1.152943,0.19459500000000002,0.36728299999999997,0.151879,0.910285,0.008389,-0.8724940000000001,-4.703905000000001,3.440057,1.5204030000000002,0.383531,0.00010800000000000001,0.997726,0.092408,0.247,0.0,1.0,0.186177,22.0,22.0,22.0,0.0,False,,Both,24,0.0,0.0,effect > 0,,,True,2,1,sig,False,effect > 0,id == 2,1000,True,id == 3,effect < 0,2,0,sig,DL,min(pvalue),min(pvalue),effect > 0,sig,0.25,RandomEffectEstimator,effect > 0,1.0,0.0,0.0,1.0,sig,0.8,effect > 0,1,1,OptionalStopping,25,off,0.8,0.5,SignificantSelection,25,0.3,DefaultResearchStrategy,0.0,/scratch/bakker-et-al-2012-extended-agg-qrp/outputs/,0.0,effect > 0,1.0,sig,sig,1.0,4,,3.5,2.5,0.0,1,random,0.0,EggersTestEstimator,0.0,min(pvalue),sig,True,StandardizedMeanDifference,1628086074926694,2,0.5,max(pvalue),,mvnorm_distribution,0.05,sig,,Both,3,39b3c3c4-1e21-4588-a521-ff7037af5b36,0.1,TwoSided,0.5,effect > 0,0.05,True,0.5,True,effect > 0,LinearModel,1,0.0,False,TTest,OutliersRemoval,all,sig,
-0.12721,-1.567059,0.9849600000000001,0.13028800000000001,0.339111,0.166516,0.670389,0.006076,-0.369372,-6.0428239999999995,2.78572,1.208229,0.473592,4e-06,0.9999950000000001,0.08601,0.135,0.0,1.0,0.11689200000000001,22.0,22.0,22.0,0.0,False,,Both,24,0.0,0.0,effect > 0,,,True,2,1,sig,False,effect > 0,id == 2,1000,True,id == 3,effect < 0,2,0,sig,DL,min(pvalue),min(pvalue),effect > 0,sig,0.95,RandomEffectEstimator,effect > 0,1.0,0.0,0.0,1.0,sig,0.4,effect > 0,1,1,OptionalStopping,100,off,0.4,0.5,SignificantSelection,100,0.3,DefaultResearchStrategy,0.0,/scratch/bakker-et-al-2012-extended-agg-qrp/outputs/,0.0,effect > 0,1.0,sig,sig,1.0,4,,3.5,2.5,0.0,1,random,0.0,EggersTestEstimator,0.0,min(pvalue),sig,True,StandardizedMeanDifference,1628087182031891,2,0.5,max(pvalue),,mvnorm_distribution,0.05,sig,,Both,3,39cd306b-33f7-4e14-bb67-6098690eae12,0.1,TwoSided,0.5,effect > 0,0.05,True,0.5,True,effect > 0,LinearModel,1,0.0,False,TTest,OutliersRemoval,all,sig,
-0.767636,-2.4823939999999998,1.461069,0.311288,0.44397700000000007,0.160987,0.8336879999999999,0.011474,-1.8326209999999998,-8.550692999999999,2.598907,1.998636,0.223243,0.0,0.9996430000000001,0.078773,0.522,0.0,1.0,0.249766,22.0,22.0,22.0,0.0,False,first,Both,24,0.0,0.0,effect > 0,effect > 0,min(pvalue),True,2,1,sig,False,effect > 0,id == 2,1000,True,id == 3,effect < 0,2,0,sig,DL,min(pvalue),min(pvalue),effect > 0,sig,0.75,RandomEffectEstimator,effect > 0,1.0,0.0,0.0,1.0,sig,0.30000000000000004,effect > 0,5,1,OptionalStopping,10,off,0.30000000000000004,0.5,SignificantSelection,10,0.3,DefaultResearchStrategy,0.0,/scratch/bakker-et-al-2012-extended-agg-qrp/outputs/,0.0,effect > 0,1.0,sig,sig,1.0,4,effect < 0,3.5,2.5,0.0,1,random,0.0,EggersTestEstimator,0.0,min(pvalue),sig,True,StandardizedMeanDifference,1628087761810877,2,0.5,max(pvalue),max(pvalue),mvnorm_distribution,0.0005,sig,effect > 0,Both,3,39e53ba6-cb39-4b71-a382-2a4b1fc269b0,0.1,TwoSided,0.5,effect > 0,0.0005,True,0.5,True,effect > 0,LinearModel,1,0.0,False,TTest,OutliersRemoval,all,sig,sig
-0.13269,-1.480866,1.288435,0.164678,0.33113400000000004,0.11636600000000001,0.635494,0.007373,-0.383267,-6.387212,3.9691660000000004,1.616064,0.436749,2e-06,0.9999399999999999,0.09551,0.186,0.0,1.0,0.151556,22.0,22.0,22.0,0.0,False,,Both,24,0.0,0.0,effect > 0,,,True,2,1,sig,False,effect > 0,id == 2,1000,True,id == 3,effect < 0,2,0,sig,DL,min(pvalue),min(pvalue),effect > 0,sig,0.25,RandomEffectEstimator,effect > 0,1.0,0.0,0.0,1.0,sig,0.9,effect > 0,1,1,OptionalStopping,25,off,0.9,0.5,SignificantSelection,25,0.3,DefaultResearchStrategy,0.0,/scratch/bakker-et-al-2012-extended-agg-qrp/outputs/,0.0,effect > 0,1.0,sig,sig,1.0,4,,3.5,2.5,0.0,1,random,0.0,EggersTestEstimator,0.0,min(pvalue),sig,True,StandardizedMeanDifference,1628088393838554,2,0.5,max(pvalue),,mvnorm_distribution,0.0005,sig,,Both,3,39f1a8dd-694c-4cbb-8af6-7986f9e43299,0.1,TwoSided,0.5,effect > 0,0.0005,True,0.5,True,effect > 0,LinearModel,1,0.0,False,TTest,OutliersRemoval,all,sig,
0.033638,-1.733914,1.167824,0.102775,0.28274099999999996,0.085556,0.619863,0.005131,0.181764,-4.289528,5.573123000000001,1.405893,0.474505,1.3000000000000001e-05,0.9999389999999999,0.089263,0.133,0.0,1.0,0.115426,22.0,22.0,22.0,0.0,False,,Both,24,0.0,0.0,effect > 0,,,True,2,1,sig,False,effect > 0,id == 2,1000,True,id == 3,effect < 0,2,0,sig,DL,min(pvalue),min(pvalue),effect > 0,sig,0.25,RandomEffectEstimator,effect > 0,1.0,0.0,0.0,1.0,sig,0.4,effect > 0,1,1,OptionalStopping,50,off,0.4,0.5,SignificantSelection,50,0.3,DefaultResearchStrategy,0.0,/scratch/bakker-et-al-2012-extended-agg-qrp/outputs/,0.0,effect > 0,1.0,sig,sig,1.0,4,,3.5,2.5,0.0,1,random,0.0,EggersTestEstimator,0.0,min(pvalue),sig,True,StandardizedMeanDifference,1628087509769481,2,0.5,max(pvalue),,mvnorm_distribution,0.05,sig,,Both,3,3a11e0d6-ac26-49a0-af66-c8bc7ebb2fe9,0.1,TwoSided,0.5,effect > 0,0.05,True,0.5,True,effect > 0,LinearModel,1,0.0,False,TTest,OutliersRemoval,all,sig,
-0.308797,-2.860251,0.902768,0.165327,0.290672,0.090071,0.9033760000000001,0.009392,-1.018299,-6.893075,4.0524949999999995,1.8031669999999997,0.361133,1e-06,0.997185,0.09368,0.283,0.0,1.0,0.20311400000000002,22.0,22.0,22.0,0.0,False,first,Both,24,0.0,0.0,effect > 0,effect > 0,min(pvalue),True,2,1,sig,False,effect > 0,id == 2,1000,True,id == 3,effect < 0,2,0,sig,DL,min(pvalue),min(pvalue),effect > 0,sig,0.5,RandomEffectEstimator,effect > 0,1.0,0.0,0.0,1.0,sig,0.7000000000000001,effect > 0,5,1,OptionalStopping,10,off,0.7000000000000001,0.5,SignificantSelection,10,0.3,DefaultResearchStrategy,0.0,/scratch/bakker-et-al-2012-extended-agg-qrp/outputs/,0.0,effect > 0,1.0,sig,sig,1.0,4,effect < 0,3.5,2.5,0.0,1,random,0.0,EggersTestEstimator,0.0,min(pvalue),sig,True,StandardizedMeanDifference,1628085696191908,2,0.5,max(pvalue),max(pvalue),mvnorm_distribution,0.005,sig,effect > 0,Both,3,3a2e2f8b-e8e1-427d-80c8-ffef79173337,0.1,TwoSided,0.5,effect > 0,0.005,True,0.5,True,effect > 0,LinearModel,1,0.0,False,TTest,OutliersRemoval,all,sig,sig
-0.12159600000000001,-1.210469,0.915041,0.09339299999999999,0.26223,0.100103,0.802784,0.005677000000000001,-0.43032600000000004,-5.732193,3.807378,1.458568,0.445154,9e-06,0.9971469999999999,0.089882,0.167,0.0,1.0,0.13925,22.0,22.0,22.0,0.0,False,,Both,24,0.0,0.0,effect > 0,,,True,2,1,sig,False,effect > 0,id == 2,1000,True,id == 3,effect < 0,2,0,sig,DL,min(pvalue),min(pvalue),effect > 0,sig,0.95,RandomEffectEstimator,effect > 0,1.0,0.0,0.0,1.0,sig,0.5,effect > 0,1,1,OptionalStopping,25,off,0.5,0.5,SignificantSelection,25,0.3,DefaultResearchStrategy,0.0,/scratch/bakker-et-al-2012-extended-agg-qrp/outputs/,0.0,effect > 0,1.0,sig,sig,1.0,4,,3.5,2.5,0.0,1,random,0.0,EggersTestEstimator,0.0,min(pvalue),sig,True,StandardizedMeanDifference,1628088006165417,2,0.5,max(pvalue),,mvnorm_distribution,0.05,sig,,Both,3,3a358b30-c2b5-4d9a-9814-51c467db241b,0.1,TwoSided,0.5,effect > 0,0.05,True,0.5,True,effect > 0,LinearModel,1,0.0,False,TTest,OutliersRemoval,all,sig,
0.071352,-1.128581,1.0479129999999999,0.081774,0.28155399999999997,0.11981800000000001,0.56891,0.004959000000000001,0.28101,-3.2002900000000003,5.580507,1.121282,0.505019,1.3000000000000001e-05,0.9999299999999999,0.087309,0.106,0.0,1.0,0.094859,22.0,22.0,22.0,0.0,False,,Both,24,0.0,0.0,effect > 0,,,True,2,1,sig,False,effect > 0,id == 2,1000,True,id == 3,effect < 0,2,0,sig,DL,min(pvalue),min(pvalue),effect > 0,sig,0.5,RandomEffectEstimator,effect > 0,1.0,0.0,0.0,1.0,sig,0.2,effect > 0,1,1,OptionalStopping,50,off,0.2,0.5,SignificantSelection,50,0.3,DefaultResearchStrategy,0.0,/scratch/bakker-et-al-2012-extended-agg-qrp/outputs/,0.0,effect > 0,1.0,sig,sig,1.0,4,,3.5,2.5,0.0,1,random,0.0,EggersTestEstimator,0.0,min(pvalue),sig,True,StandardizedMeanDifference,1628086209679344,2,0.5,max(pvalue),,mvnorm_distribution,0.05,sig,,Both,3,3a63985a-13c1-4e2f-bd57-ed6c413e69b8,0.1,TwoSided,0.5,effect > 0,0.05,True,0.5,True,effect > 0,LinearModel,1,0.0,False,TTest,OutliersRemoval,all,sig,
-1.157869,-13.183207999999999,2.807414,2.194058,0.6358010000000001,0.159423,2.555717,0.08235,-1.7556669999999999,-12.243337,4.05656,3.2903589999999996,0.269843,0.0,0.993951,0.088897,0.453,0.0,1.0,0.24803899999999998,22.0,22.0,22.0,0.0,False,first,Both,24,0.0,0.0,effect > 0,effect > 0,min(pvalue),True,2,1,sig,False,effect > 0,id == 2,1000,True,id == 3,effect < 0,2,0,sig,DL,min(pvalue),min(pvalue),effect > 0,sig,0.99,RandomEffectEstimator,effect > 0,1.0,0.0,0.0,1.0,sig,0.4,effect > 0,5,1,OptionalStopping,5,off,0.4,0.5,SignificantSelection,5,0.3,DefaultResearchStrategy,0.0,/scratch/bakker-et-al-2012-extended-agg-qrp/outputs/,0.0,effect > 0,1.0,sig,sig,1.0,4,effect < 0,3.5,2.5,0.0,1,random,0.0,EggersTestEstimator,0.0,min(pvalue),sig,True,StandardizedMeanDifference,1628087523764340,2,0.5,max(pvalue),max(pvalue),mvnorm_distribution,0.005,sig,effect > 0,Both,3,3a72a6d9-3d93-4f0e-8f60-97edca95cc92,0.1,TwoSided,0.5,effect > 0,0.005,True,0.5,True,effect > 0,LinearModel,1,0.0,False,TTest,OutliersRemoval,all,sig,sig
-0.11651900000000001,-1.694505,0.586501,0.077409,0.23695300000000002,0.073263,0.5817060000000001,0.005123,-0.47480600000000006,-5.482545,4.448153,1.40244,0.45396800000000004,1.7e-05,0.998706,0.09105099999999999,0.169,0.0,1.0,0.14057999999999998,22.0,22.0,22.0,0.0,False,first,Both,24,0.0,0.0,effect > 0,effect > 0,min(pvalue),True,2,1,sig,False,effect > 0,id == 2,1000,True,id == 3,effect < 0,2,0,sig,DL,min(pvalue),min(pvalue),effect > 0,sig,0,RandomEffectEstimator,effect > 0,1.0,0.0,0.0,1.0,sig,0.6000000000000001,effect > 0,5,1,OptionalStopping,20,off,0.6000000000000001,0.5,SignificantSelection,20,0.3,DefaultResearchStrategy,0.0,/scratch/bakker-et-al-2012-extended-agg-qrp/outputs/,0.0,effect > 0,1.0,sig,sig,1.0,4,effect < 0,3.5,2.5,0.0,1,random,0.0,EggersTestEstimator,0.0,min(pvalue),sig,True,StandardizedMeanDifference,1628086120654227,2,0.5,max(pvalue),max(pvalue),mvnorm_distribution,0.0005,sig,effect > 0,Both,3,3afdc4c6-d2cd-4748-9de8-08862bb62e6b,0.1,TwoSided,0.5,effect > 0,0.0005,True,0.5,True,effect > 0,LinearModel,1,0.0,False,TTest,OutliersRemoval,all,sig,sig
-0.140776,-2.1544209999999997,0.8092199999999999,0.093807,0.24996,0.093537,0.573793,0.005337,-0.513443,-6.405011,3.7541629999999997,1.495257,0.449455,2e-06,0.999174,0.094157,0.165,0.0,1.0,0.137913,22.0,22.0,22.0,0.0,False,first,Both,24,0.0,0.0,effect > 0,effect > 0,min(pvalue),True,2,1,sig,False,effect > 0,id == 2,1000,True,id == 3,effect < 0,2,0,sig,DL,min(pvalue),min(pvalue),effect > 0,sig,0.5,RandomEffectEstimator,effect > 0,1.0,0.0,0.0,1.0,sig,0.5,effect > 0,5,1,OptionalStopping,20,off,0.5,0.5,SignificantSelection,20,0.3,DefaultResearchStrategy,0.0,/scratch/bakker-et-al-2012-extended-agg-qrp/outputs/,0.0,effect > 0,1.0,sig,sig,1.0,4,effect < 0,3.5,2.5,0.0,1,random,0.0,EggersTestEstimator,0.0,min(pvalue),sig,True,StandardizedMeanDifference,1628088957000319,2,0.5,max(pvalue),max(pvalue),mvnorm_distribution,0.05,sig,effect > 0,Both,3,3b0e3c92-048c-412e-aaa3-1c4b4e75c856,0.1,TwoSided,0.5,effect > 0,0.05,True,0.5,True,effect > 0,LinearModel,1,0.0,False,TTest,OutliersRemoval,all,sig,sig
-0.25248400000000004,-1.271677,0.990044,0.126881,0.342868,0.184636,0.664741,0.005464,-0.785554,-5.8151660000000005,2.767466,1.204258,0.416476,8e-06,0.999395,0.09202300000000001,0.204,0.0,1.0,0.162547,22.0,22.0,22.0,0.0,False,,Both,24,0.0,0.0,effect > 0,,,True,2,1,sig,False,effect > 0,id == 2,1000,True,id == 3,effect < 0,2,0,sig,DL,min(pvalue),min(pvalue),effect > 0,sig,0.5,RandomEffectEstimator,effect > 0,1.0,0.0,0.0,1.0,sig,0.0,effect > 0,1,1,OptionalStopping,50,off,0.0,0.5,SignificantSelection,50,0.3,DefaultResearchStrategy,0.0,/scratch/bakker-et-al-2012-extended-agg-qrp/outputs/,0.0,effect > 0,1.0,sig,sig,1.0,4,,3.5,2.5,0.0,1,random,0.0,EggersTestEstimator,0.0,min(pvalue),sig,True,StandardizedMeanDifference,1628085686511933,2,0.5,max(pvalue),,mvnorm_distribution,0.05,sig,,Both,3,3b1b95cf-301f-401f-a69a-032efec2be2f,0.1,TwoSided,0.5,effect > 0,0.05,True,0.5,True,effect > 0,LinearModel,1,0.0,False,TTest,OutliersRemoval,all,sig,
-0.36795500000000003,-2.314962,0.677225,0.20499299999999998,0.33432399999999995,0.083618,0.945594,0.011184999999999999,-1.08549,-8.372857000000002,3.626922,1.8961720000000002,0.353122,0.0,0.994576,0.092062,0.29,0.0,1.0,0.20610599999999998,22.0,22.0,22.0,0.0,False,first,Both,24,0.0,0.0,effect > 0,effect > 0,min(pvalue),True,2,1,sig,False,effect > 0,id == 2,1000,True,id == 3,effect < 0,2,0,sig,DL,min(pvalue),min(pvalue),effect > 0,sig,0.25,RandomEffectEstimator,effect > 0,1.0,0.0,0.0,1.0,sig,0.9,effect > 0,5,1,OptionalStopping,10,off,0.9,0.5,SignificantSelection,10,0.3,DefaultResearchStrategy,0.0,/scratch/bakker-et-al-2012-extended-agg-qrp/outputs/,0.0,effect > 0,1.0,sig,sig,1.0,4,effect < 0,3.5,2.5,0.0,1,random,0.0,EggersTestEstimator,0.0,min(pvalue),sig,True,StandardizedMeanDifference,1628084697022672,2,0.5,max(pvalue),max(pvalue),mvnorm_distribution,0.05,sig,effect > 0,Both,3,3b4226e1-95c0-4b17-b7bb-1e29e46e6695,0.1,TwoSided,0.5,effect > 0,0.05,True,0.5,True,effect > 0,LinearModel,1,0.0,False,TTest,OutliersRemoval,all,sig,sig
