mean_slope,min_slope,max_slope,var_slope,mean_se,min_se,max_se,var_se,mean_tstat,min_tstat,max_tstat,var_tstat,mean_pval,min_pval,max_pval,var_pval,mean_sig,min_sig,max_sig,var_sig,mean_df,min_df,max_df,var_df,experiment_parameters_data_strategy_measurements_sigma_2_0,researcher_parameters_research_strategy_between_replications_selection_policies_1_0,experiment_parameters_data_strategy_measurements_sigma_0_2,journal_parameters_review_strategy_side,experiment_parameters_data_strategy_measurements_means_2,researcher_parameters_research_strategy_between_stashed_selection_policies_1_0,researcher_parameters_research_strategy_between_replications_selection_policies_2_0,experiment_parameters_data_strategy_measurements_sigma_1_1,researcher_parameters_research_strategy_will_not_start_hacking_decision_policies_0,experiment_parameters_data_strategy_measurements_sigma_0_3,experiment_parameters_data_strategy_measurements_sigma_3_0,researcher_parameters_research_strategy_between_stashed_selection_policies_0_1,researcher_parameters_research_strategy_between_replications_selection_policies_0_1,experiment_parameters_n_dep_vars,journal_parameters_review_strategy_pub_bias_rate,simulation_parameters_progress,experiment_parameters_effect_strategy_name,experiment_parameters_data_strategy_measurements_sigma_2_2,simulation_parameters_save_all_pubs,researcher_parameters_research_strategy_between_replications_selection_policies_2_1,simulation_parameters_update_config,simulation_parameters_save_pubs_per_sim_summaries,experiment_parameters_data_strategy_measurements_sigma_2_1,simulation_parameters_save_rejected,journal_parameters_meta_analysis_metrics_0_estimator,experiment_parameters_data_strategy_measurements_sigma_0_1,journal_parameters_meta_analysis_metrics_1_name,researcher_parameters_research_strategy_stashing_policy_0,researcher_parameters_research_strategy_between_replications_selection_policies_0_2,researcher_parameters_research_strategy_between_replications_selection_policies_1_1,researcher_parameters_research_strategy_between_stashed_selection_policies_0_0,simulation_parameters_n_sims,simulation_parameters_output_prefix,experiment_parameters_data_strategy_measurements_sigma_0_0,experiment_parameters_test_strategy_name,experiment_parameters_data_strategy_measurements_means_0,experiment_parameters_data_strategy_measurements_means_1,journal_parameters_review_strategy_name,experiment_parameters_data_strategy_measurements_sigma_1_3,journal_parameters_review_strategy_alpha,journal_parameters_meta_analysis_metrics_0_name,experiment_parameters_n_conditions,experiment_parameters_data_strategy_name,researcher_parameters_research_strategy_name,simulation_parameters_save_meta,researcher_parameters_research_strategy_between_stashed_selection_policies_1_1,experiment_parameters_n_obs,experiment_parameters_data_strategy_measurements_means_3,researcher_parameters_probability_of_being_a_hacker,experiment_parameters_data_strategy_measurements_sigma_1_0,experiment_parameters_test_strategy_var_equal,experiment_parameters_test_strategy_alternative,journal_parameters_max_pubs,experiment_parameters_data_strategy_measurements_dist,experiment_parameters_data_strategy_measurements_sigma_3_3,journal_parameters_meta_analysis_metrics_1_alpha,simulation_parameters_save_overall_summaries,researcher_parameters_research_strategy_will_not_start_hacking_decision_policies_1,experiment_parameters_data_strategy_measurements_sigma_3_2,simulation_parameters_log_level,experiment_parameters_data_strategy_measurements_sigma_1_2,experiment_parameters_data_strategy_measurements_sigma_2_3,researcher_parameters_research_strategy_between_replications_selection_policies_0_0,experiment_parameters_test_strategy_alpha,simulation_parameters_master_seed,simulation_parameters_output_path,experiment_parameters_data_strategy_measurements_sigma_3_1,researcher_parameters_research_strategy_initial_selection_policies_0_0,experiment_parameters_n_reps
-0.288179,-1.8889529999999999,0.906014,0.171388,0.316711,0.12226,0.666057,0.006716,-0.936684,-7.741552,3.7894589999999995,1.906147,0.373242,0.0,0.9996209999999999,0.10029,0.299,0.0,1.0,0.20980900000000002,22.0,22.0,22.0,0.0,0.0,effect > 0,0.0,0,0.0,effect < 0,effect < 0,1.0,effect > 0,0.0,0.0,min(pvalue),sig,2,0,False,StandardizedMeanDifference,1.0,True,max(pvalue),True,False,0.0,False,DL,0.5,EggersTestEstimator,all,first,min(pvalue),effect > 0,1000,1be3995f-abc4-4dd3-ae06-77cce8c85013,1.0,TTest,0.0,0.0,SignificantSelection,0.0,0.005,RandomEffectEstimator,2,LinearModel,DefaultResearchStrategy,True,max(pvalue),10,0.0,0,0.5,True,TwoSided,24,mvnorm_distribution,1.0,0.1,True,sig,0.5,off,0.0,0.5,effect > 0,0.005,1628092204502858,/scratch/bakker-et-al-2012-extended-no-qrp/outputs/,0.0,id == 2,5
-0.239869,-1.9945509999999997,1.515666,0.245196,0.456162,0.21642199999999998,0.967474,0.01144,-0.552872,-4.170738,2.94611,1.284617,0.445747,0.000398,0.9974860000000001,0.092021,0.176,0.0,1.0,0.145169,22.0,22.0,22.0,0.0,0.0,,0.0,0,0.4,effect < 0,,1.0,effect > 0,0.0,0.0,min(pvalue),,2,0.25,False,StandardizedMeanDifference,1.0,True,,True,False,0.0,False,DL,0.5,EggersTestEstimator,all,,,effect > 0,1000,1be6d006-acaa-42c9-8702-8c3d8a69939a,1.0,TTest,0.0,0.0,SignificantSelection,0.0,0.005,RandomEffectEstimator,2,LinearModel,DefaultResearchStrategy,True,max(pvalue),25,0.4,0,0.5,True,TwoSided,24,mvnorm_distribution,1.0,0.1,True,sig,0.5,off,0.0,0.5,,0.005,1628089618148640,/scratch/bakker-et-al-2012-extended-no-qrp/outputs/,0.0,id == 2,1
-0.610007,-2.361786,1.313145,0.267323,0.481966,0.139967,1.128743,0.018969,-1.347869,-5.32624,2.6199380000000003,1.281417,0.286429,2.4e-05,0.999818,0.081595,0.381,0.0,1.0,0.236075,22.0,22.0,22.0,0.0,0.0,,0.0,0,0.5,effect < 0,,1.0,effect > 0,0.0,0.0,min(pvalue),,2,0.99,False,StandardizedMeanDifference,1.0,True,,True,False,0.0,False,DL,0.5,EggersTestEstimator,all,,,effect > 0,1000,1c742c0d-012b-47f8-bcfd-13992b668a07,1.0,TTest,0.0,0.0,SignificantSelection,0.0,0.0005,RandomEffectEstimator,2,LinearModel,DefaultResearchStrategy,True,max(pvalue),25,0.5,0,0.5,True,TwoSided,24,mvnorm_distribution,1.0,0.1,True,sig,0.5,off,0.0,0.5,,0.0005,1628090732950849,/scratch/bakker-et-al-2012-extended-no-qrp/outputs/,0.0,id == 2,1
-0.8603149999999999,-3.6900720000000002,2.481,0.606521,0.683257,0.297245,1.258931,0.020902,-1.320176,-6.03125,2.791389,1.531916,0.295541,5e-06,0.9984620000000001,0.086167,0.368,0.0,1.0,0.23280900000000002,22.0,22.0,22.0,0.0,0.0,,0.0,0,0.2,effect < 0,,1.0,effect > 0,0.0,0.0,min(pvalue),,2,0.99,False,StandardizedMeanDifference,1.0,True,,True,False,0.0,False,DL,0.5,EggersTestEstimator,all,,,effect > 0,1000,1ce6fab0-4cbe-4b42-b137-11e24486579e,1.0,TTest,0.0,0.0,SignificantSelection,0.0,0.0005,RandomEffectEstimator,2,LinearModel,DefaultResearchStrategy,True,max(pvalue),25,0.2,0,0.5,True,TwoSided,24,mvnorm_distribution,1.0,0.1,True,sig,0.5,off,0.0,0.5,,0.0005,1628092305555629,/scratch/bakker-et-al-2012-extended-no-qrp/outputs/,0.0,id == 2,1
0.014985,-2.305182,1.9946099999999998,0.253366,0.47062600000000004,0.203002,0.961242,0.010881,0.015703,-3.992176,4.13622,1.171254,0.49434700000000004,0.000433,0.999316,0.08484,0.112,0.0,1.0,0.09955599999999999,22.0,22.0,22.0,0.0,0.0,,0.0,0,0.0,effect < 0,,1.0,effect > 0,0.0,0.0,min(pvalue),,2,0.5,False,StandardizedMeanDifference,1.0,True,,True,False,0.0,False,DL,0.5,EggersTestEstimator,all,,,effect > 0,1000,1d0d59ad-f826-4e89-b32e-905beb58d450,1.0,TTest,0.0,0.0,SignificantSelection,0.0,0.05,RandomEffectEstimator,2,LinearModel,DefaultResearchStrategy,True,max(pvalue),100,0.0,0,0.5,True,TwoSided,24,mvnorm_distribution,1.0,0.1,True,sig,0.5,off,0.0,0.5,,0.05,1628091631242507,/scratch/bakker-et-al-2012-extended-no-qrp/outputs/,0.0,id == 2,1
-0.25897,-1.644196,1.500579,0.20980300000000002,0.43499,0.194737,0.8643850000000001,0.009882,-0.62088,-4.75361,3.8619980000000003,1.171399,0.43897700000000006,9.6e-05,0.9995809999999999,0.085235,0.158,0.0,1.0,0.133169,22.0,22.0,22.0,0.0,0.0,,0.0,0,0.5,effect < 0,,1.0,effect > 0,0.0,0.0,min(pvalue),,2,0.25,False,StandardizedMeanDifference,1.0,True,,True,False,0.0,False,DL,0.5,EggersTestEstimator,all,,,effect > 0,1000,1d1c8147-0910-4598-ad7a-5b0e3c9baf7c,1.0,TTest,0.0,0.0,SignificantSelection,0.0,0.0005,RandomEffectEstimator,2,LinearModel,DefaultResearchStrategy,True,max(pvalue),100,0.5,0,0.5,True,TwoSided,24,mvnorm_distribution,1.0,0.1,True,sig,0.5,off,0.0,0.5,,0.0005,1628089942865404,/scratch/bakker-et-al-2012-extended-no-qrp/outputs/,0.0,id == 2,1
-0.38153899999999996,-2.115952,1.41104,0.232767,0.460312,0.202017,0.8997120000000001,0.010467,-0.889734,-5.269534999999999,2.623769,1.250199,0.40382399999999996,2.7000000000000002e-05,0.998635,0.096612,0.23,0.0,1.0,0.177277,22.0,22.0,22.0,0.0,0.0,,0.0,0,0.6000000000000001,effect < 0,,1.0,effect > 0,0.0,0.0,min(pvalue),,2,0.5,False,StandardizedMeanDifference,1.0,True,,True,False,0.0,False,DL,0.5,EggersTestEstimator,all,,,effect > 0,1000,1d221fec-06d5-4045-b6b1-e40243c6d337,1.0,TTest,0.0,0.0,SignificantSelection,0.0,0.0005,RandomEffectEstimator,2,LinearModel,DefaultResearchStrategy,True,max(pvalue),50,0.6000000000000001,0,0.5,True,TwoSided,24,mvnorm_distribution,1.0,0.1,True,sig,0.5,off,0.0,0.5,,0.0005,1628092762341945,/scratch/bakker-et-al-2012-extended-no-qrp/outputs/,0.0,id == 2,1
-1.728751,-9.349108,2.542672,1.6059649999999999,0.774525,0.22009099999999998,2.928048,0.069102,-2.361574,-12.322244,2.533966,2.6115150000000003,0.146394,0.0,0.9869709999999999,0.0534,0.658,0.0,1.0,0.22526100000000002,22.0,22.0,22.0,0.0,0.0,effect > 0,0.0,0,0.5,effect < 0,effect < 0,1.0,effect > 0,0.0,0.0,min(pvalue),sig,2,0.95,False,StandardizedMeanDifference,1.0,True,max(pvalue),True,False,0.0,False,DL,0.5,EggersTestEstimator,all,first,min(pvalue),effect > 0,1000,1d28a946-bafc-44b2-b26a-d71364877117,1.0,TTest,0.0,0.0,SignificantSelection,0.0,0.005,RandomEffectEstimator,2,LinearModel,DefaultResearchStrategy,True,max(pvalue),5,0.5,0,0.5,True,TwoSided,24,mvnorm_distribution,1.0,0.1,True,sig,0.5,off,0.0,0.5,effect > 0,0.005,1628089523381304,/scratch/bakker-et-al-2012-extended-no-qrp/outputs/,0.0,id == 2,5
-0.26263600000000004,-1.547303,1.118682,0.14704,0.358659,0.16558599999999998,0.6732739999999999,0.006205,-0.7559560000000001,-4.576169,3.250394,1.2203959999999998,0.419779,0.000148,0.999718,0.088367,0.202,0.0,1.0,0.161357,22.0,22.0,22.0,0.0,0.0,,0.0,0,0.6000000000000001,effect < 0,,1.0,effect > 0,0.0,0.0,min(pvalue),,2,0.95,False,StandardizedMeanDifference,1.0,True,,True,False,0.0,False,DL,0.5,EggersTestEstimator,all,,,effect > 0,1000,1d3d365c-887e-49bb-8619-d9ee2b32635e,1.0,TTest,0.0,0.0,SignificantSelection,0.0,0.05,RandomEffectEstimator,2,LinearModel,DefaultResearchStrategy,True,max(pvalue),50,0.6000000000000001,0,0.5,True,TwoSided,24,mvnorm_distribution,1.0,0.1,True,sig,0.5,off,0.0,0.5,,0.05,1628091894753322,/scratch/bakker-et-al-2012-extended-no-qrp/outputs/,0.0,id == 2,1
-0.13408499999999998,-2.050266,1.422909,0.243354,0.451795,0.203452,0.8907209999999999,0.00926,-0.30856,-4.209953,3.4074730000000004,1.248996,0.466577,0.000361,0.999812,0.088256,0.139,0.0,1.0,0.119799,22.0,22.0,22.0,0.0,0.0,,0.0,0,0.2,effect < 0,,1.0,effect > 0,0.0,0.0,min(pvalue),,2,0.25,False,StandardizedMeanDifference,1.0,True,,True,False,0.0,False,DL,0.5,EggersTestEstimator,all,,,effect > 0,1000,1d75d5c3-59ba-492d-8a44-119c1dc59828,1.0,TTest,0.0,0.0,SignificantSelection,0.0,0.05,RandomEffectEstimator,2,LinearModel,DefaultResearchStrategy,True,max(pvalue),50,0.2,0,0.5,True,TwoSided,24,mvnorm_distribution,1.0,0.1,True,sig,0.5,off,0.0,0.5,,0.05,1628092160168943,/scratch/bakker-et-al-2012-extended-no-qrp/outputs/,0.0,id == 2,1
-0.8289610000000001,-2.933505,0.822204,0.42125,0.45683900000000005,0.173763,0.9672850000000001,0.013715999999999999,-1.848191,-9.862282,2.1041939999999997,2.310108,0.23075700000000002,0.0,0.997859,0.077517,0.493,0.0,1.0,0.250201,22.0,22.0,22.0,0.0,0.0,effect > 0,0.0,0,0.30000000000000004,effect < 0,effect < 0,1.0,effect > 0,0.0,0.0,min(pvalue),sig,2,0.9,False,StandardizedMeanDifference,1.0,True,max(pvalue),True,False,0.0,False,DL,0.5,EggersTestEstimator,all,first,min(pvalue),effect > 0,1000,1d77c39b-614c-44aa-9e97-20770ab8c02f,1.0,TTest,0.0,0.0,SignificantSelection,0.0,0.0005,RandomEffectEstimator,2,LinearModel,DefaultResearchStrategy,True,max(pvalue),10,0.30000000000000004,0,0.5,True,TwoSided,24,mvnorm_distribution,1.0,0.1,True,sig,0.5,off,0.0,0.5,effect > 0,0.0005,1628091328086770,/scratch/bakker-et-al-2012-extended-no-qrp/outputs/,0.0,id == 2,5
-0.426091,-2.680139,0.8845620000000001,0.219898,0.332575,0.099234,0.758413,0.010875,-1.251433,-5.949621,3.52466,1.8292169999999999,0.332421,5e-06,0.9995290000000001,0.09352,0.34,0.0,1.0,0.224625,22.0,22.0,22.0,0.0,0.0,effect > 0,0.0,0,0.8,effect < 0,effect < 0,1.0,effect > 0,0.0,0.0,min(pvalue),sig,2,0.95,False,StandardizedMeanDifference,1.0,True,max(pvalue),True,False,0.0,False,DL,0.5,EggersTestEstimator,all,first,min(pvalue),effect > 0,1000,1dbf0d22-4028-490f-9225-f17a85536d73,1.0,TTest,0.0,0.0,SignificantSelection,0.0,0.005,RandomEffectEstimator,2,LinearModel,DefaultResearchStrategy,True,max(pvalue),10,0.8,0,0.5,True,TwoSided,24,mvnorm_distribution,1.0,0.1,True,sig,0.5,off,0.0,0.5,effect > 0,0.005,1628090007804961,/scratch/bakker-et-al-2012-extended-no-qrp/outputs/,0.0,id == 2,5
-0.722949,-6.009027,1.452907,0.7481300000000001,0.461185,0.14840799999999998,2.400532,0.031772,-1.5300989999999999,-9.776347999999999,3.706457,3.0573759999999996,0.268507,0.0,0.9922290000000001,0.0879,0.445,0.0,1.0,0.24722199999999997,22.0,22.0,22.0,0.0,0.0,effect > 0,0.0,0,0.2,effect < 0,effect < 0,1.0,effect > 0,0.0,0.0,min(pvalue),sig,2,0.25,False,StandardizedMeanDifference,1.0,True,max(pvalue),True,False,0.0,False,DL,0.5,EggersTestEstimator,all,first,min(pvalue),effect > 0,1000,1e215547-edb0-465b-b536-32750e114ded,1.0,TTest,0.0,0.0,SignificantSelection,0.0,0.005,RandomEffectEstimator,2,LinearModel,DefaultResearchStrategy,True,max(pvalue),5,0.2,0,0.5,True,TwoSided,24,mvnorm_distribution,1.0,0.1,True,sig,0.5,off,0.0,0.5,effect > 0,0.005,1628089256947571,/scratch/bakker-et-al-2012-extended-no-qrp/outputs/,0.0,id == 2,5
-0.327179,-1.786391,1.121222,0.1916,0.327919,0.137355,0.643788,0.007558,-1.01242,-5.73911,3.398972,1.8504720000000001,0.363589,9e-06,0.99403,0.09497699999999999,0.297,0.0,1.0,0.209,22.0,22.0,22.0,0.0,0.0,effect > 0,0.0,0,0.0,effect < 0,effect < 0,1.0,effect > 0,0.0,0.0,min(pvalue),sig,2,0.25,False,StandardizedMeanDifference,1.0,True,max(pvalue),True,False,0.0,False,DL,0.5,EggersTestEstimator,all,first,min(pvalue),effect > 0,1000,1e5e1b49-2ae6-4251-b32f-6e136110a386,1.0,TTest,0.0,0.0,SignificantSelection,0.0,0.005,RandomEffectEstimator,2,LinearModel,DefaultResearchStrategy,True,max(pvalue),10,0.0,0,0.5,True,TwoSided,24,mvnorm_distribution,1.0,0.1,True,sig,0.5,off,0.0,0.5,effect > 0,0.005,1628092451140566,/scratch/bakker-et-al-2012-extended-no-qrp/outputs/,0.0,id == 2,5
-0.044826,-2.8550299999999997,2.338677,0.46250600000000003,0.557103,0.213567,1.407633,0.021703,-0.060927999999999996,-4.727792,4.167127,1.521768,0.456873,0.000102,0.997209,0.091454,0.161,0.0,1.0,0.135214,22.0,22.0,22.0,0.0,0.0,,0.0,0,0.0,effect < 0,,1.0,effect > 0,0.0,0.0,min(pvalue),,2,0.99,False,StandardizedMeanDifference,1.0,True,,True,False,0.0,False,DL,0.5,EggersTestEstimator,all,,,effect > 0,1000,1eeef8f6-8f3b-43d9-9a78-e99e50fb9f09,1.0,TTest,0.0,0.0,SignificantSelection,0.0,0.0005,RandomEffectEstimator,2,LinearModel,DefaultResearchStrategy,True,max(pvalue),50,0.0,0,0.5,True,TwoSided,24,mvnorm_distribution,1.0,0.1,True,sig,0.5,off,0.0,0.5,,0.0005,1628089101065747,/scratch/bakker-et-al-2012-extended-no-qrp/outputs/,0.0,id == 2,1
-0.260832,-2.7409310000000002,1.545841,0.315566,0.5090939999999999,0.22107,0.900907,0.011998,-0.520985,-5.654747,3.453439,1.252342,0.455901,1.1e-05,0.9990899999999999,0.088099,0.148,0.0,1.0,0.126222,22.0,22.0,22.0,0.0,0.0,,0.0,0,0.2,effect < 0,,1.0,effect > 0,0.0,0.0,min(pvalue),,2,0.9,False,StandardizedMeanDifference,1.0,True,,True,False,0.0,False,DL,0.5,EggersTestEstimator,all,,,effect > 0,1000,1f1a2737-52c5-4459-8c5f-83042cad1a29,1.0,TTest,0.0,0.0,SignificantSelection,0.0,0.0005,RandomEffectEstimator,2,LinearModel,DefaultResearchStrategy,True,max(pvalue),50,0.2,0,0.5,True,TwoSided,24,mvnorm_distribution,1.0,0.1,True,sig,0.5,off,0.0,0.5,,0.0005,1628090389788494,/scratch/bakker-et-al-2012-extended-no-qrp/outputs/,0.0,id == 2,1
-0.44531800000000005,-2.758705,1.366565,0.216727,0.434287,0.20909299999999997,0.801651,0.008662999999999999,-1.073847,-4.904634,2.592995,1.246484,0.359667,6.6e-05,0.999283,0.089827,0.269,0.0,1.0,0.19683599999999998,22.0,22.0,22.0,0.0,0.0,,0.0,0,0.9,effect < 0,,1.0,effect > 0,0.0,0.0,min(pvalue),,2,0.9,False,StandardizedMeanDifference,1.0,True,,True,False,0.0,False,DL,0.5,EggersTestEstimator,all,,,effect > 0,1000,1f2044a6-aa61-4182-947b-6500246e9f4c,1.0,TTest,0.0,0.0,SignificantSelection,0.0,0.05,RandomEffectEstimator,2,LinearModel,DefaultResearchStrategy,True,max(pvalue),100,0.9,0,0.5,True,TwoSided,24,mvnorm_distribution,1.0,0.1,True,sig,0.5,off,0.0,0.5,,0.05,1628092190962327,/scratch/bakker-et-al-2012-extended-no-qrp/outputs/,0.0,id == 2,1
-0.343244,-2.009859,1.6368559999999999,0.209702,0.420645,0.208135,0.767513,0.008066,-0.845251,-5.256684,2.880796,1.2743799999999998,0.407117,2.8000000000000003e-05,0.999868,0.095256,0.216,0.0,1.0,0.169514,22.0,22.0,22.0,0.0,0.0,,0.0,0,0.7000000000000001,effect < 0,,1.0,effect > 0,0.0,0.0,min(pvalue),,2,0.95,False,StandardizedMeanDifference,1.0,True,,True,False,0.0,False,DL,0.5,EggersTestEstimator,all,,,effect > 0,1000,1f5887df-7a62-470d-9721-0049ae8fe698,1.0,TTest,0.0,0.0,SignificantSelection,0.0,0.005,RandomEffectEstimator,2,LinearModel,DefaultResearchStrategy,True,max(pvalue),100,0.7000000000000001,0,0.5,True,TwoSided,24,mvnorm_distribution,1.0,0.1,True,sig,0.5,off,0.0,0.5,,0.005,1628093000842330,/scratch/bakker-et-al-2012-extended-no-qrp/outputs/,0.0,id == 2,1
0.019436000000000002,-2.433189,2.837501,0.5586869999999999,0.591712,0.21933699999999998,1.208641,0.021884999999999998,0.033402,-4.57305,4.565189,1.7091459999999998,0.446427,0.000149,0.999258,0.091654,0.182,0.0,1.0,0.149025,22.0,22.0,22.0,0.0,0.0,,0.0,0,0.0,effect < 0,,1.0,effect > 0,0.0,0.0,min(pvalue),,2,0.95,False,StandardizedMeanDifference,1.0,True,,True,False,0.0,False,DL,0.5,EggersTestEstimator,all,,,effect > 0,1000,1f5e43d4-37b2-470a-9be0-c951db7110de,1.0,TTest,0.0,0.0,SignificantSelection,0.0,0.005,RandomEffectEstimator,2,LinearModel,DefaultResearchStrategy,True,max(pvalue),25,0.0,0,0.5,True,TwoSided,24,mvnorm_distribution,1.0,0.1,True,sig,0.5,off,0.0,0.5,,0.005,1628089505491258,/scratch/bakker-et-al-2012-extended-no-qrp/outputs/,0.0,id == 2,1
-0.35829,-2.3395240000000004,0.7890050000000001,0.144346,0.298931,0.109349,0.8568389999999999,0.006775,-1.194878,-5.7934019999999995,2.530128,1.575734,0.34223899999999996,8e-06,0.9989020000000001,0.09274299999999999,0.304,0.0,1.0,0.211796,22.0,22.0,22.0,0.0,0.0,effect > 0,0.0,0,1.0,effect < 0,effect < 0,1.0,effect > 0,0.0,0.0,min(pvalue),sig,2,0.75,False,StandardizedMeanDifference,1.0,True,max(pvalue),True,False,0.0,False,DL,0.5,EggersTestEstimator,all,first,min(pvalue),effect > 0,1000,1fcfd76e-f0a4-4393-873e-bc8a8b456722,1.0,TTest,0.0,0.0,SignificantSelection,0.0,0.0005,RandomEffectEstimator,2,LinearModel,DefaultResearchStrategy,True,max(pvalue),20,1.0,0,0.5,True,TwoSided,24,mvnorm_distribution,1.0,0.1,True,sig,0.5,off,0.0,0.5,effect > 0,0.0005,1628088995534608,/scratch/bakker-et-al-2012-extended-no-qrp/outputs/,0.0,id == 2,5
-0.22708299999999998,-1.9396189999999998,1.200351,0.245561,0.45235299999999995,0.22550599999999998,0.8894040000000001,0.010931999999999999,-0.529315,-4.679654,3.025518,1.279931,0.45177399999999995,0.00011499999999999999,0.9985280000000001,0.09193899999999999,0.171,0.0,1.0,0.141901,22.0,22.0,22.0,0.0,0.0,,0.0,0,0.4,effect < 0,,1.0,effect > 0,0.0,0.0,min(pvalue),,2,0.25,False,StandardizedMeanDifference,1.0,True,,True,False,0.0,False,DL,0.5,EggersTestEstimator,all,,,effect > 0,1000,1fe15d8f-6681-4fb5-8783-35fea16610a1,1.0,TTest,0.0,0.0,SignificantSelection,0.0,0.05,RandomEffectEstimator,2,LinearModel,DefaultResearchStrategy,True,max(pvalue),25,0.4,0,0.5,True,TwoSided,24,mvnorm_distribution,1.0,0.1,True,sig,0.5,off,0.0,0.5,,0.05,1628089450163303,/scratch/bakker-et-al-2012-extended-no-qrp/outputs/,0.0,id == 2,1
-0.39403699999999997,-1.776993,1.046235,0.205627,0.425489,0.186587,0.934032,0.008408,-0.961733,-4.601405000000001,2.616421,1.245822,0.37330599999999997,0.000139,0.999659,0.089671,0.247,0.0,1.0,0.186177,22.0,22.0,22.0,0.0,0.0,,0.0,0,0.8,effect < 0,,1.0,effect > 0,0.0,0.0,min(pvalue),,2,0.5,False,StandardizedMeanDifference,1.0,True,,True,False,0.0,False,DL,0.5,EggersTestEstimator,all,,,effect > 0,1000,200babcb-30c0-4a05-9f61-8429bc8884a5,1.0,TTest,0.0,0.0,SignificantSelection,0.0,0.0005,RandomEffectEstimator,2,LinearModel,DefaultResearchStrategy,True,max(pvalue),100,0.8,0,0.5,True,TwoSided,24,mvnorm_distribution,1.0,0.1,True,sig,0.5,off,0.0,0.5,,0.0005,1628089531269588,/scratch/bakker-et-al-2012-extended-no-qrp/outputs/,0.0,id == 2,1
-0.13331400000000002,-1.515608,1.476273,0.201239,0.430687,0.185566,0.7918470000000001,0.008799,-0.326816,-4.025658999999999,3.503504,1.136411,0.47855699999999995,0.000567,0.999706,0.085199,0.115,0.0,1.0,0.101877,22.0,22.0,22.0,0.0,0.0,,0.0,0,0.30000000000000004,effect < 0,,1.0,effect > 0,0.0,0.0,min(pvalue),,2,0,False,StandardizedMeanDifference,1.0,True,,True,False,0.0,False,DL,0.5,EggersTestEstimator,all,,,effect > 0,1000,203ab3ca-ba62-4d76-bc60-fb4301a2c9b7,1.0,TTest,0.0,0.0,SignificantSelection,0.0,0.0005,RandomEffectEstimator,2,LinearModel,DefaultResearchStrategy,True,max(pvalue),100,0.30000000000000004,0,0.5,True,TwoSided,24,mvnorm_distribution,1.0,0.1,True,sig,0.5,off,0.0,0.5,,0.0005,1628089112492102,/scratch/bakker-et-al-2012-extended-no-qrp/outputs/,0.0,id == 2,1
-0.47179799999999994,-2.527159,1.1929049999999999,0.241652,0.420023,0.192248,0.8647229999999999,0.009252,-1.16882,-7.2988029999999995,2.659008,1.472019,0.334348,0.0,0.998977,0.091038,0.314,0.0,1.0,0.21561999999999998,22.0,22.0,22.0,0.0,0.0,,0.0,0,0.9,effect < 0,,1.0,effect > 0,0.0,0.0,min(pvalue),,2,0.5,False,StandardizedMeanDifference,1.0,True,,True,False,0.0,False,DL,0.5,EggersTestEstimator,all,,,effect > 0,1000,206f2224-a3d4-47bd-abb5-140940914e59,1.0,TTest,0.0,0.0,SignificantSelection,0.0,0.05,RandomEffectEstimator,2,LinearModel,DefaultResearchStrategy,True,max(pvalue),25,0.9,0,0.5,True,TwoSided,24,mvnorm_distribution,1.0,0.1,True,sig,0.5,off,0.0,0.5,,0.05,1628089018525698,/scratch/bakker-et-al-2012-extended-no-qrp/outputs/,0.0,id == 2,1
-0.380202,-2.02392,1.330598,0.190131,0.37157399999999996,0.15404,0.679214,0.007613,-1.058632,-5.153421,3.028802,1.4396790000000002,0.365688,3.6e-05,0.999685,0.096194,0.284,0.0,1.0,0.203548,22.0,22.0,22.0,0.0,0.0,,0.0,0,0.8,effect < 0,,1.0,effect > 0,0.0,0.0,min(pvalue),,2,0.9,False,StandardizedMeanDifference,1.0,True,,True,False,0.0,False,DL,0.5,EggersTestEstimator,all,,,effect > 0,1000,2094cd1d-8318-40fc-8dbd-8ed6d005e8e1,1.0,TTest,0.0,0.0,SignificantSelection,0.0,0.05,RandomEffectEstimator,2,LinearModel,DefaultResearchStrategy,True,max(pvalue),25,0.8,0,0.5,True,TwoSided,24,mvnorm_distribution,1.0,0.1,True,sig,0.5,off,0.0,0.5,,0.05,1628093106390191,/scratch/bakker-et-al-2012-extended-no-qrp/outputs/,0.0,id == 2,1
-0.281598,-1.6853470000000002,0.817142,0.11098699999999999,0.271879,0.09386599999999999,0.643356,0.005783,-1.0606010000000001,-5.737572,3.876413,1.522943,0.359763,9e-06,0.9994190000000001,0.093138,0.283,0.0,1.0,0.20311400000000002,22.0,22.0,22.0,0.0,0.0,effect > 0,0.0,0,0.8,effect < 0,effect < 0,1.0,effect > 0,0.0,0.0,min(pvalue),sig,2,0.95,False,StandardizedMeanDifference,1.0,True,max(pvalue),True,False,0.0,False,DL,0.5,EggersTestEstimator,all,first,min(pvalue),effect > 0,1000,20f147f8-dd11-42b7-b923-5d90960a6676,1.0,TTest,0.0,0.0,SignificantSelection,0.0,0.0005,RandomEffectEstimator,2,LinearModel,DefaultResearchStrategy,True,max(pvalue),20,0.8,0,0.5,True,TwoSided,24,mvnorm_distribution,1.0,0.1,True,sig,0.5,off,0.0,0.5,effect > 0,0.0005,1628089496647543,/scratch/bakker-et-al-2012-extended-no-qrp/outputs/,0.0,id == 2,5
