mean_simid,min_simid,max_simid,var_simid,mean_exprid,min_exprid,max_exprid,var_exprid,mean_repid,min_repid,max_repid,var_repid,mean_pubid,min_pubid,max_pubid,var_pubid,mean_gid,min_gid,max_gid,var_gid,mean_tnobs,min_tnobs,max_tnobs,var_tnobs,mean_nobs,min_nobs,max_nobs,var_nobs,mean_mean,min_mean,max_mean,var_mean,mean_var,min_var,max_var,var_var,mean_stddev,min_stddev,max_stddev,var_stddev,mean_sei,min_sei,max_sei,var_sei,mean_pvalue,min_pvalue,max_pvalue,var_pvalue,mean_effect,min_effect,max_effect,var_effect,mean_var_effect,min_var_effect,max_var_effect,var_var_effect,mean_se_effect,min_se_effect,max_se_effect,var_se_effect,mean_sig,min_sig,max_sig,var_sig,mean_side,min_side,max_side,var_side,mean_is_hacked,min_is_hacked,max_is_hacked,var_is_hacked,mean_is_candidate,min_is_candidate,max_is_candidate,var_is_candidate,simulation_parameters_save_meta,experiment_parameters_data_strategy_measurements_means_1,researcher_parameters_research_strategy_between_replications_selection_policies_1_0,experiment_parameters_data_strategy_measurements_sigma_3_1,journal_parameters_review_strategy_name,simulation_parameters_progress,experiment_parameters_data_strategy_measurements_sigma_1_0,journal_parameters_review_strategy_alpha,researcher_parameters_research_strategy_between_stashed_selection_policies_0_1,journal_parameters_meta_analysis_metrics_1_name,researcher_parameters_probability_of_being_a_hacker,researcher_parameters_research_strategy_stashing_policy_0,researcher_parameters_research_strategy_will_not_start_hacking_decision_policies_1,simulation_parameters_update_config,simulation_parameters_save_overall_summaries,experiment_parameters_n_obs,experiment_parameters_n_reps,experiment_parameters_n_conditions,simulation_parameters_master_seed,experiment_parameters_data_strategy_measurements_sigma_1_3,researcher_parameters_research_strategy_initial_selection_policies_0_0,experiment_parameters_data_strategy_measurements_means_0,journal_parameters_meta_analysis_metrics_0_name,journal_parameters_review_strategy_side,experiment_parameters_data_strategy_measurements_sigma_0_0,journal_parameters_meta_analysis_metrics_1_alpha,experiment_parameters_data_strategy_measurements_sigma_0_3,experiment_parameters_test_strategy_name,journal_parameters_meta_analysis_metrics_0_estimator,researcher_parameters_research_strategy_name,simulation_parameters_log_level,researcher_parameters_research_strategy_between_stashed_selection_policies_1_1,experiment_parameters_data_strategy_measurements_sigma_3_3,experiment_parameters_data_strategy_measurements_sigma_0_2,researcher_parameters_research_strategy_between_replications_selection_policies_0_0,experiment_parameters_data_strategy_measurements_sigma_1_1,experiment_parameters_test_strategy_var_equal,journal_parameters_review_strategy_pub_bias_rate,journal_parameters_max_pubs,researcher_parameters_research_strategy_between_replications_selection_policies_2_0,experiment_parameters_test_strategy_alternative,researcher_parameters_research_strategy_will_not_start_hacking_decision_policies_0,experiment_parameters_data_strategy_measurements_means_2,simulation_parameters_save_rejected,researcher_parameters_research_strategy_between_replications_selection_policies_0_2,researcher_parameters_research_strategy_between_replications_selection_policies_2_1,experiment_parameters_effect_strategy_name,researcher_parameters_research_strategy_between_replications_selection_policies_1_1,experiment_parameters_data_strategy_measurements_dist,experiment_parameters_data_strategy_measurements_sigma_2_1,experiment_parameters_data_strategy_measurements_sigma_1_2,simulation_parameters_n_sims,experiment_parameters_data_strategy_measurements_sigma_0_1,researcher_parameters_research_strategy_between_stashed_selection_policies_1_0,experiment_parameters_data_strategy_measurements_sigma_3_2,simulation_parameters_output_path,experiment_parameters_data_strategy_measurements_sigma_2_3,researcher_parameters_research_strategy_between_replications_selection_policies_0_1,simulation_parameters_save_pubs_per_sim_summaries,simulation_parameters_output_prefix,experiment_parameters_data_strategy_name,experiment_parameters_n_dep_vars,experiment_parameters_data_strategy_measurements_means_3,experiment_parameters_data_strategy_measurements_sigma_3_0,experiment_parameters_test_strategy_alpha,simulation_parameters_save_all_pubs,researcher_parameters_research_strategy_between_stashed_selection_policies_0_0,experiment_parameters_data_strategy_measurements_sigma_2_0,experiment_parameters_data_strategy_measurements_sigma_2_2
499.493286,0.0,999.0,83336.835938,96.401054,0.0,337.0,3580.015137,1.9957900000000002,0.0,4.0,2.057604,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,10.0,10.0,10.0,0.0,10.0,10.0,10.0,0.0,0.47803100000000004,-0.675353,1.5502879999999999,0.065535,0.7832819999999999,0.041458999999999996,3.287782,0.140309,0.860244,0.20361600000000002,1.8132240000000002,0.043263,0.272034,0.064389,0.573392,0.004326,0.04725,2e-06,0.998425,0.011104000000000001,1.110938,-0.262155,3.1176060000000003,0.075073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9344120000000001,0.0,1.0,0.061285,0.995735,-1.0,1.0,0.008482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,effect > 0,0.0,SignificantSelection,False,0.5,0.05,min(pvalue),EggersTestEstimator,0,all,sig,True,True,10,5,2,1628090284801486,0.0,id == 2,0.0,RandomEffectEstimator,0,1.0,0.1,0.0,TTest,DL,DefaultResearchStrategy,off,max(pvalue),1.0,0.0,effect > 0,1.0,True,0.99,24,effect < 0,TwoSided,effect > 0,0.0,False,first,max(pvalue),StandardizedMeanDifference,min(pvalue),mvnorm_distribution,0.0,0.0,1000,0.5,effect < 0,0.5,/scratch/bakker-et-al-2012-extended-no-qrp/outputs/,0.5,sig,False,0f34a156-e856-403d-88b5-7f085fa02a84,LinearModel,2,0.0,0.0,0.05,True,effect > 0,0.0,1.0
499.493286,0.0,999.0,83336.835938,13.155508,0.0,35.0,63.354847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,50.0,50.0,50.0,0.0,50.0,50.0,50.0,0.0,0.6194649999999999,0.071899,1.1644780000000001,0.017602,0.9955780000000001,0.450957,1.961497,0.040213,0.992741,0.671533,1.400535,0.01004,0.140395,0.09496900000000001,0.19806500000000002,0.00020099999999999998,0.014511000000000001,0.0,0.999526,0.0024649999999999997,0.644242,-0.18332,1.428129,0.031831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9587469999999999,0.0,1.0,0.03955,0.998985,-1.0,1.0,0.002166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,,0.0,SignificantSelection,False,0.5,0.05,min(pvalue),EggersTestEstimator,0,all,sig,True,True,50,1,2,1628093010616766,0.0,id == 2,0.0,RandomEffectEstimator,0,1.0,0.1,0.0,TTest,DL,DefaultResearchStrategy,off,max(pvalue),1.0,0.0,,1.0,True,0.75,24,,TwoSided,effect > 0,0.6000000000000001,False,,,StandardizedMeanDifference,,mvnorm_distribution,0.0,0.0,1000,0.5,effect < 0,0.5,/scratch/bakker-et-al-2012-extended-no-qrp/outputs/,0.5,,False,0f49d12d-df2c-4d54-9c1a-6a37f8923d2e,LinearModel,2,0.6000000000000001,0.0,0.05,True,effect > 0,0.0,1.0
499.493286,0.0,999.0,83336.835938,14.173148000000001,0.0,38.0,73.850235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.207841,-0.212932,0.6186020000000001,0.010264,0.999749,0.5332819999999999,1.739254,0.020299,0.9973360000000001,0.730262,1.318808,0.005069,0.099734,0.073026,0.131881,5.1e-05,0.244475,0.0,0.999763,0.07585,0.21597600000000003,-0.394058,0.8000729999999999,0.021031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.352916,0.0,1.0,0.22837600000000002,0.860086,-1.0,1.0,0.260268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,,0.0,SignificantSelection,False,0.5,0.05,min(pvalue),EggersTestEstimator,0,all,sig,True,True,100,1,2,1628089637906376,0.0,id == 2,0.0,RandomEffectEstimator,0,1.0,0.1,0.0,TTest,DL,DefaultResearchStrategy,off,max(pvalue),1.0,0.0,,1.0,True,0.25,24,,TwoSided,effect > 0,0.2,False,,,StandardizedMeanDifference,,mvnorm_distribution,0.0,0.0,1000,0.5,effect < 0,0.5,/scratch/bakker-et-al-2012-extended-no-qrp/outputs/,0.5,,False,0f5dd309-009b-4864-b48f-e4c6493d7b48,LinearModel,2,0.2,0.0,0.05,True,effect > 0,0.0,1.0
499.493286,0.0,999.0,83336.835938,11.499989999999999,0.0,23.0,47.918715999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.400449,0.008298,0.804971,0.009926,0.999885,0.5538569999999999,1.6438,0.020443,0.997391,0.744216,1.282108,0.005093,0.09974,0.074422,0.128211,5.1e-05,0.044965,0.0,0.999577,0.012243,0.401991,-0.178494,0.995466,0.02078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8039970000000001,0.0,1.0,0.15759,0.9950040000000001,-1.0,1.0,0.009975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,,0.0,SignificantSelection,False,0.5,0.05,min(pvalue),EggersTestEstimator,0,all,sig,True,True,100,1,2,1628092064692875,0.0,id == 2,0.0,RandomEffectEstimator,0,1.0,0.1,0.0,TTest,DL,DefaultResearchStrategy,off,max(pvalue),1.0,0.0,,1.0,True,0,24,,TwoSided,effect > 0,0.4,False,,,StandardizedMeanDifference,,mvnorm_distribution,0.0,0.0,1000,0.5,effect < 0,0.5,/scratch/bakker-et-al-2012-extended-no-qrp/outputs/,0.5,,False,0f7587c1-2b47-44ae-9520-8a197f4fa372,LinearModel,2,0.4,0.0,0.05,True,effect > 0,0.0,1.0
499.493286,0.0,999.0,83336.835938,26.441909999999996,0.0,83.0,263.466125,1.9771189999999998,0.0,4.0,2.243768,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,10.0,10.0,10.0,0.0,10.0,10.0,10.0,0.0,1.1364450000000001,-0.048641000000000004,2.196731,0.067552,0.765992,0.052333000000000005,2.917414,0.128604,0.851627,0.228765,1.708044,0.040726,0.269308,0.07234199999999999,0.540131,0.004072999999999999,0.002309,0.0,0.30857399999999996,3.2e-05,1.7212630000000002,0.468613,4.268478,0.082462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9877379999999999,0.0,1.0,0.0121,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,effect > 0,0.0,SignificantSelection,False,0.5,0.005,min(pvalue),EggersTestEstimator,0,all,sig,True,True,10,5,2,1628089628741113,0.0,id == 2,0.0,RandomEffectEstimator,0,1.0,0.1,0.0,TTest,DL,DefaultResearchStrategy,off,max(pvalue),1.0,0.0,effect > 0,1.0,True,0.99,24,effect < 0,TwoSided,effect > 0,0.8,False,first,max(pvalue),StandardizedMeanDifference,min(pvalue),mvnorm_distribution,0.0,0.0,1000,0.5,effect < 0,0.5,/scratch/bakker-et-al-2012-extended-no-qrp/outputs/,0.5,sig,False,0fbc3d5b-742c-4f90-9367-12739d7e1f31,LinearModel,2,0.8,0.0,0.005,True,effect > 0,0.0,1.0
499.493286,0.0,999.0,83336.835938,11.504036,0.0,24.0,47.942444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.9004280000000001,0.465416,1.323014,0.010075,0.999184,0.526738,1.855955,0.020043000000000002,0.997088,0.725767,1.362335,0.004997,0.099709,0.072577,0.136233,5e-05,6e-06,0.0,0.004964,0.0,0.9036709999999999,0.40181,1.484866,0.022585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,,0.0,SignificantSelection,False,0.5,0.005,min(pvalue),EggersTestEstimator,0,all,sig,True,True,100,1,2,1628090742223138,0.0,id == 2,0.0,RandomEffectEstimator,0,1.0,0.1,0.0,TTest,DL,DefaultResearchStrategy,off,max(pvalue),1.0,0.0,,1.0,True,0.95,24,,TwoSided,effect > 0,0.9,False,,,StandardizedMeanDifference,,mvnorm_distribution,0.0,0.0,1000,0.5,effect < 0,0.5,/scratch/bakker-et-al-2012-extended-no-qrp/outputs/,0.5,,False,0fe5d29f-eeea-425b-b8a6-4342ecef74a8,LinearModel,2,0.9,0.0,0.005,True,effect > 0,0.0,1.0
499.493286,0.0,999.0,83336.835938,35.813282,0.0,115.0,484.4711,1.9950130000000001,0.0,4.0,2.00431,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,10.0,10.0,10.0,0.0,10.0,10.0,10.0,0.0,0.323583,-0.7478520000000001,1.6887900000000002,0.080246,0.904391,0.05380599999999999,3.870718,0.195741,0.923298,0.23196,1.967414,0.051912,0.29197199999999995,0.073352,0.622151,0.0051909999999999994,0.241208,1e-05,0.999966,0.065041,0.713435,-0.416315,2.707709,0.16182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.354626,0.0,1.0,0.22887600000000002,0.9574889999999999,-1.0,1.0,0.08319700000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,effect > 0,0.0,SignificantSelection,False,0.5,0.05,min(pvalue),EggersTestEstimator,0,all,sig,True,True,10,5,2,1628091797392591,0.0,id == 2,0.0,RandomEffectEstimator,0,1.0,0.1,0.0,TTest,DL,DefaultResearchStrategy,off,max(pvalue),1.0,0.0,effect > 0,1.0,True,0.75,24,effect < 0,TwoSided,effect > 0,0.0,False,first,max(pvalue),StandardizedMeanDifference,min(pvalue),mvnorm_distribution,0.0,0.0,1000,0.5,effect < 0,0.5,/scratch/bakker-et-al-2012-extended-no-qrp/outputs/,0.5,sig,False,1022d595-7aec-400b-98d3-4b27481c7674,LinearModel,2,0.0,0.0,0.05,True,effect > 0,0.0,1.0
499.493286,0.0,999.0,83336.835938,59.573181000000005,0.0,188.0,1371.3477779999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,50.0,50.0,50.0,0.0,50.0,50.0,50.0,0.0,0.531578,-0.070799,0.9941639999999999,0.013758000000000001,0.9630219999999999,0.39896,2.01447,0.037679000000000004,0.976354,0.631633,1.4193200000000001,0.00975,0.138078,0.089326,0.200722,0.000195,0.008592,0.0,0.99755,0.003116,0.679765,-0.354756,1.457446,0.015707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.961413,0.0,1.0,0.037096,0.9985219999999999,-1.0,1.0,0.0028309999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,,0.0,SignificantSelection,False,0.5,0.005,min(pvalue),EggersTestEstimator,0,all,sig,True,True,50,1,2,1628090856387873,0.0,id == 2,0.0,RandomEffectEstimator,0,1.0,0.1,0.0,TTest,DL,DefaultResearchStrategy,off,max(pvalue),1.0,0.0,,1.0,True,0.99,24,,TwoSided,effect > 0,0.4,False,,,StandardizedMeanDifference,,mvnorm_distribution,0.0,0.0,1000,0.5,effect < 0,0.5,/scratch/bakker-et-al-2012-extended-no-qrp/outputs/,0.5,,False,1046153c-33c2-42c1-8b82-2b808e47a8a7,LinearModel,2,0.4,0.0,0.005,True,effect > 0,0.0,1.0
499.493286,0.0,999.0,83336.835938,48.170322,0.0,151.0,887.585327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,50.0,50.0,50.0,0.0,50.0,50.0,50.0,0.0,0.204753,-0.38254499999999997,0.79786,0.021041,0.9994360000000001,0.355613,2.0689990000000003,0.041815,0.9944799999999999,0.596333,1.438402,0.010444,0.14064100000000002,0.084334,0.203421,0.00020899999999999998,0.356747,0.0,0.999933,0.089876,0.21176399999999998,-0.6973699999999999,1.192388,0.046364999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023042,0.0,1.0,0.022512,0.68533,-1.0,1.0,0.530341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,,0.0,SignificantSelection,False,0.5,0.0005,min(pvalue),EggersTestEstimator,0,all,sig,True,True,50,1,2,1628092468273420,0.0,id == 2,0.0,RandomEffectEstimator,0,1.0,0.1,0.0,TTest,DL,DefaultResearchStrategy,off,max(pvalue),1.0,0.0,,1.0,True,0.75,24,,TwoSided,effect > 0,0.2,False,,,StandardizedMeanDifference,,mvnorm_distribution,0.0,0.0,1000,0.5,effect < 0,0.5,/scratch/bakker-et-al-2012-extended-no-qrp/outputs/,0.5,,False,1052682e-75ae-4557-a9e3-b415721cd305,LinearModel,2,0.2,0.0,0.0005,True,effect > 0,0.0,1.0
499.493286,0.0,999.0,83336.835938,111.269623,0.0,382.0,4888.285645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,25.0,25.0,25.0,0.0,25.0,25.0,25.0,0.0,0.19534300000000002,-0.878238,1.12506,0.070142,0.954578,0.219968,2.5029150000000002,0.077898,0.966651,0.469008,1.58206,0.020158000000000002,0.193331,0.093802,0.31641199999999997,0.0008060000000000001,0.227751,2e-06,0.999617,0.088977,0.300727,-1.427663,1.54659,0.224552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.578125,0.0,1.0,0.243907,0.48799899999999996,-1.0,1.0,0.761901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,,0.0,SignificantSelection,False,0.5,0.05,min(pvalue),EggersTestEstimator,0,all,sig,True,True,25,1,2,1628092004269790,0.0,id == 2,0.0,RandomEffectEstimator,0,1.0,0.1,0.0,TTest,DL,DefaultResearchStrategy,off,max(pvalue),1.0,0.0,,1.0,True,0.95,24,,TwoSided,effect > 0,0.1,False,,,StandardizedMeanDifference,,mvnorm_distribution,0.0,0.0,1000,0.5,effect < 0,0.5,/scratch/bakker-et-al-2012-extended-no-qrp/outputs/,0.5,,False,109025e1-d97b-4b36-a753-4b75d26ec75f,LinearModel,2,0.1,0.0,0.05,True,effect > 0,0.0,1.0
499.493286,0.0,999.0,83336.835938,11.931005,0.0,29.0,51.923615000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,25.0,25.0,25.0,0.0,25.0,25.0,25.0,0.0,1.009441,0.242108,1.765557,0.037805,0.996633,0.17390799999999998,2.390763,0.08277899999999999,0.987936,0.417022,1.546209,0.02062,0.19758699999999998,0.08340399999999999,0.309242,0.000825,0.009452,0.0,0.985009,0.001382,1.034719,-0.144586,2.43908,0.085296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.966867,0.0,1.0,0.032029,0.9995280000000001,-1.0,1.0,0.000667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,,0.0,SignificantSelection,False,0.5,0.05,min(pvalue),EggersTestEstimator,0,all,sig,True,True,25,1,2,1628093023387245,0.0,id == 2,0.0,RandomEffectEstimator,0,1.0,0.1,0.0,TTest,DL,DefaultResearchStrategy,off,max(pvalue),1.0,0.0,,1.0,True,0.5,24,,TwoSided,effect > 0,1.0,False,,,StandardizedMeanDifference,,mvnorm_distribution,0.0,0.0,1000,0.5,effect < 0,0.5,/scratch/bakker-et-al-2012-extended-no-qrp/outputs/,0.5,,False,10eb675b-75cd-4d2f-9fb0-8bfd482ed636,LinearModel,2,1.0,0.0,0.05,True,effect > 0,0.0,1.0
499.493286,0.0,999.0,83336.835938,11.499989999999999,0.0,23.0,47.918715999999996,1.992504,0.0,4.0,2.0146900000000003,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,0.0,1.218439,-0.429648,2.76749,0.147903,0.751319,0.000489,5.272651000000001,0.29678899999999997,0.812688,0.022122,2.296225,0.090862,0.363446,0.009893,1.0269030000000001,0.018172,0.040246,0.0,0.72901,0.003125,1.941196,0.22694299999999998,10.963604,0.511417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.206208,0.0,1.0,0.163693,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,effect > 0,0.0,SignificantSelection,False,0.5,0.005,min(pvalue),EggersTestEstimator,0,all,sig,True,True,5,5,2,1628089176597558,0.0,id == 2,0.0,RandomEffectEstimator,0,1.0,0.1,0.0,TTest,DL,DefaultResearchStrategy,off,max(pvalue),1.0,0.0,effect > 0,1.0,True,0,24,effect < 0,TwoSided,effect > 0,0.9,False,first,max(pvalue),StandardizedMeanDifference,min(pvalue),mvnorm_distribution,0.0,0.0,1000,0.5,effect < 0,0.5,/scratch/bakker-et-al-2012-extended-no-qrp/outputs/,0.5,sig,False,11196875-c14b-4833-8c35-b1fb938e5c4b,LinearModel,2,0.9,0.0,0.005,True,effect > 0,0.0,1.0
499.493286,0.0,999.0,83336.835938,30.24575,0.0,99.0,351.195892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,25.0,25.0,25.0,0.0,25.0,25.0,25.0,0.0,0.812296,-0.096755,1.67595,0.033919,0.952664,0.176556,2.5759380000000003,0.07597000000000001,0.965901,0.42018500000000003,1.604973,0.019701,0.19318,0.084037,0.320995,0.000788,0.020437999999999998,0.0,0.9968549999999999,0.006998000000000001,0.958735,-0.30949299999999996,2.304751,0.062786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.838,0.0,1.0,0.13576,0.9968040000000001,-1.0,1.0,0.006324000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,,0.0,SignificantSelection,False,0.5,0.005,min(pvalue),EggersTestEstimator,0,all,sig,True,True,25,1,2,1628089789304836,0.0,id == 2,0.0,RandomEffectEstimator,0,1.0,0.1,0.0,TTest,DL,DefaultResearchStrategy,off,max(pvalue),1.0,0.0,,1.0,True,0.9,24,,TwoSided,effect > 0,0.7000000000000001,False,,,StandardizedMeanDifference,,mvnorm_distribution,0.0,0.0,1000,0.5,effect < 0,0.5,/scratch/bakker-et-al-2012-extended-no-qrp/outputs/,0.5,,False,1136f804-8697-443b-b631-af117bd09f1f,LinearModel,2,0.7000000000000001,0.0,0.005,True,effect > 0,0.0,1.0
499.493286,0.0,999.0,83336.835938,12.121835,0.0,28.0,53.616879000000004,1.647916,0.0,4.0,3.033254,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,20.0,20.0,20.0,0.0,20.0,20.0,20.0,0.0,1.03188,0.347813,1.928954,0.035651,0.9390729999999999,0.211684,3.0127490000000003,0.091628,0.956558,0.460092,1.735727,0.024068,0.21389299999999997,0.10288,0.38811999999999997,0.0012029999999999999,0.001292,0.0,0.055924,2e-06,1.215415,0.6235930000000001,2.6453919999999997,0.048608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9992989999999999,0.0,1.0,0.000541,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,effect > 0,0.0,SignificantSelection,False,0.5,0.005,min(pvalue),EggersTestEstimator,0,all,sig,True,True,20,5,2,1628090914248045,0.0,id == 2,0.0,RandomEffectEstimator,0,1.0,0.1,0.0,TTest,DL,DefaultResearchStrategy,off,max(pvalue),1.0,0.0,effect > 0,1.0,True,0.99,24,effect < 0,TwoSided,effect > 0,0.9,False,first,max(pvalue),StandardizedMeanDifference,min(pvalue),mvnorm_distribution,0.0,0.0,1000,0.5,effect < 0,0.5,/scratch/bakker-et-al-2012-extended-no-qrp/outputs/,0.5,sig,False,11396ba5-8bd7-4125-815c-f405cef09665,LinearModel,2,0.9,0.0,0.005,True,effect > 0,0.0,1.0
499.493286,0.0,999.0,83336.835938,837.215149,0.0,2774.0,268283.28125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,25.0,25.0,25.0,0.0,25.0,25.0,25.0,0.0,0.0007059999999999999,-0.979243,0.9622430000000001,0.092277,0.941449,0.170836,2.796223,0.081356,0.959289,0.41332299999999994,1.672191,0.021219,0.191857,0.082665,0.334438,0.000849,0.338098,0.0,0.999958,0.111773,0.001698,-1.690823,1.440952,0.343006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33129200000000003,0.0,1.0,0.22154699999999997,-0.00225,-1.0,1.0,1.0000360000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,,0.0,SignificantSelection,False,0.5,0.005,min(pvalue),EggersTestEstimator,0,all,sig,True,True,25,1,2,1628089039649181,0.0,id == 2,0.0,RandomEffectEstimator,0,1.0,0.1,0.0,TTest,DL,DefaultResearchStrategy,off,max(pvalue),1.0,0.0,,1.0,True,0.99,24,,TwoSided,effect > 0,0.0,False,,,StandardizedMeanDifference,,mvnorm_distribution,0.0,0.0,1000,0.5,effect < 0,0.5,/scratch/bakker-et-al-2012-extended-no-qrp/outputs/,0.5,,False,11813179-7d01-4420-915c-b79cee33b3ae,LinearModel,2,0.0,0.0,0.005,True,effect > 0,0.0,1.0
499.493286,0.0,999.0,83336.835938,45.964355,0.0,145.0,804.391846,2.0031369999999997,0.0,4.0,1.9981119999999999,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,5.0,5.0,5.0,0.0,5.0,5.0,5.0,0.0,1.147051,-0.5140140000000001,2.796733,0.15592999999999999,0.735147,0.002464,4.798724,0.313848,0.7989229999999999,0.049637,2.190599,0.096872,0.35729,0.022198,0.979666,0.019374000000000002,0.049031,0.0,0.954156,0.00483,1.978891,0.037514,12.165639,0.863367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08783300000000001,0.0,1.0,0.080122,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,effect > 0,0.0,SignificantSelection,False,0.5,0.0005,min(pvalue),EggersTestEstimator,0,all,sig,True,True,5,5,2,1628090762888732,0.0,id == 2,0.0,RandomEffectEstimator,0,1.0,0.1,0.0,TTest,DL,DefaultResearchStrategy,off,max(pvalue),1.0,0.0,effect > 0,1.0,True,0.75,24,effect < 0,TwoSided,effect > 0,0.8,False,first,max(pvalue),StandardizedMeanDifference,min(pvalue),mvnorm_distribution,0.0,0.0,1000,0.5,effect < 0,0.5,/scratch/bakker-et-al-2012-extended-no-qrp/outputs/,0.5,sig,False,11b9edac-c610-4857-9732-ea79732a3dc1,LinearModel,2,0.8,0.0,0.0005,True,effect > 0,0.0,1.0
499.493286,0.0,999.0,83336.835938,13.041494,0.0,34.0,62.194164,1.839289,0.0,4.0,2.780829,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,20.0,20.0,20.0,0.0,20.0,20.0,20.0,0.0,0.959203,0.220877,1.724061,0.034149,0.921975,0.21535900000000002,2.390516,0.087452,0.9479040000000001,0.464067,1.546129,0.023451,0.21195799999999998,0.103769,0.345725,0.001173,0.001641,0.0,0.10307000000000001,6e-06,1.176749,0.528209,2.9412689999999997,0.041381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.986366,0.0,1.0,0.01344,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,effect > 0,0.0,SignificantSelection,False,0.5,0.005,min(pvalue),EggersTestEstimator,0,all,sig,True,True,20,5,2,1628089085080966,0.0,id == 2,0.0,RandomEffectEstimator,0,1.0,0.1,0.0,TTest,DL,DefaultResearchStrategy,off,max(pvalue),1.0,0.0,effect > 0,1.0,True,0.9,24,effect < 0,TwoSided,effect > 0,0.8,False,first,max(pvalue),StandardizedMeanDifference,min(pvalue),mvnorm_distribution,0.0,0.0,1000,0.5,effect < 0,0.5,/scratch/bakker-et-al-2012-extended-no-qrp/outputs/,0.5,sig,False,11c4abb5-d5cd-4dbe-b32a-c96c09514a92,LinearModel,2,0.8,0.0,0.005,True,effect > 0,0.0,1.0
